DIMACS2
20 105 117 31 60 0 110 67 148 133 21 125 1 128 19 25 26 102 106 40 84
p edge 160 640
e 0 51 90.0
e 0 128 69.0
e 1 109 12.0
e 1 70 44.0
e 1 101 27.0
e 2 18 68.0
e 2 96 35.0
e 2 35 80.0
e 2 89 71.0
e 2 119 94.0
e 3 75 3.0
e 3 61 89.0
e 3 13 28.0
e 3 35 9.0
e 4 12 91.0
e 4 132 92.0
e 4 91 65.0
e 4 112 29.0
e 6 123 50.0
e 6 144 45.0
e 6 119 61.0
e 6 49 6.0
e 6 66 6.0
e 6 143 94.0
e 6 62 62.0
e 7 72 82.0
e 7 29 38.0
e 7 47 34.0
e 7 137 23.0
e 7 150 35.0
e 7 5 40.0
e 8 143 58.0
e 8 98 52.0
e 9 105 16.0
e 9 131 29.0
e 9 16 10.0
e 10 25 92.0
e 10 125 26.0
e 10 126 86.0
e 10 32 84.0
e 11 109 8.0
e 11 125 74.0
e 11 33 18.0
e 11 102 70.0
e 11 153 70.0
e 11 158 35.0
e 12 29 14.0
e 12 124 71.0
e 12 0 83.0
e 12 113 16.0
e 12 105 43.0
e 13 124 98.0
e 13 27 5.0
e 13 101 87.0
e 14 49 64.0
e 14 4 3.0
e 14 151 75.0
e 14 94 11.0
e 14 55 100.0
e 15 121 24.0
e 15 16 76.0
e 15 73 22.0
e 15 44 54.0
e 15 28 59.0
e 16 77 61.0
e 16 150 74.0
e 16 126 33.0
e 16 89 47.0
e 16 50 88.0
e 16 124 52.0
e 17 112 64.0
e 17 104 69.0
e 17 26 43.0
e 17 25 35.0
e 17 158 68.0
e 17 117 48.0
e 17 38 86.0
e 17 152 100.0
e 17 111 57.0
e 17 80 5.0
e 18 152 75.0
e 18 78 67.0
e 18 48 68.0
e 18 92 34.0
e 18 139 34.0
e 18 146 96.0
e 18 148 97.0
e 18 89 85.0
e 19 77 34.0
e 19 137 28.0
e 19 79 49.0
e 19 10 55.0
e 19 72 16.0
e 19 138 68.0
e 19 7 78.0
e 20 149 13.0
e 20 159 77.0
e 20 121 63.0
e 20 36 40.0
e 20 54 16.0
e 21 83 62.0
e 21 98 66.0
e 21 74 21.0
e 21 142 8.0
e 21 17 100.0
e 21 49 40.0
e 22 102 66.0
e 22 96 32.0
e 22 39 40.0
e 22 153 90.0
e 23 35 44.0
e 23 102 17.0
e 23 53 43.0
e 24 106 10.0
e 24 145 64.0
e 24 1 27.0
e 25 38 51.0
e 25 156 65.0
e 26 18 17.0
e 26 94 93.0
e 26 44 5.0
e 27 54 71.0
e 27 75 34.0
e 27 46 62.0
e 27 51 21.0
e 27 50 69.0
e 28 47 55.0
e 28 76 27.0
e 28 18 12.0
e 29 150 88.0
e 29 0 32.0
e 29 60 82.0
e 29 135 44.0
e 29 5 30.0
e 29 25 74.0
e 29 39 94.0
e 29 58 98.0
e 29 102 3.0
e 30 108 30.0
e 30 83 55.0
e 31 61 38.0
e 31 98 95.0
e 31 74 3.0
e 31 16 3.0
e 31 158 26.0
e 32 20 41.0
e 32 23 19.0
e 32 87 26.0
e 32 128 34.0
e 33 140 51.0
e 33 18 22.0
e 34 116 79.0
e 34 115 46.0
e 34 137 22.0
e 34 49 9.0
e 34 17 23.0
e 34 148 54.0
e 34 145 82.0
e 34 81 76.0
e 35 112 63.0
e 35 88 5.0
e 35 45 12.0
e 35 107 43.0
e 35 103 46.0
e 35 10 83.0
e 36 98 10.0
e 36 17 97.0
e 36 16 20.0
