DIMACS2
10 60 34 29 13 69 55 19 54 33 75
p edge 80 320
e 0 46 98.0
e 0 2 61.0
e 0 16 13.0
e 0 65 34.0
e 0 78 10.0
e 0 53 19.0
e 1 70 99.0
e 1 2 10.0
e 1 75 25.0
e 1 22 36.0
e 2 3 43.0
e 2 40 94.0
e 2 42 15.0
e 2 10 42.0
e 2 46 22.0
e 2 35 31.0
e 3 33 70.0
e 3 16 49.0
e 3 58 88.0
e 3 23 49.0
e 4 69 40.0
e 4 49 87.0
e 4 46 27.0
e 5 74 40.0
e 5 7 18.0
e 5 50 57.0
e 5 42 10.0
e 5 29 44.0
e 5 37 53.0
e 5 30 17.0
e 6 79 53.0
e 6 29 68.0
e 6 64 44.0
e 6 75 53.0
e 6 68 13.0
e 7 65 91.0
e 7 40 44.0
e 7 29 26.0
e 7 52 5.0
e 8 14 33.0
e 8 13 36.0
e 8 41 61.0
e 9 51 72.0
e 10 79 45.0
e 10 19 40.0
e 10 0 75.0
e 10 30 64.0
e 10 20 54.0
e 10 12 61.0
e 10 49 22.0
e 11 2 57.0
e 11 9 96.0
e 11 5 80.0
e 11 55 84.0
e 12 28 31.0
e 12 21 89.0
e 13 14 39.0
e 13 31 59.0
e 13 54 60.0
e 13 50 86.0
e 14 71 80.0
e 14 63 87.0
e 14 46 68.0
e 14 54 74.0
e 15 6 92.0
e 15 17 53.0
e 15 57 27.0
e 15 44 14.0
e 16 9 88.0
e 16 2 65.0
e 16 37 93.0
e 16 12 70.0
e 16 4 78.0
e 16 34 56.0
e 17 2 1.0
e 17 40 90.0
e 17 64 81.0
e 18 73 67.0
e 18 44 65.0
e 19 29 3.0
e 20 47 55.0
e 20 7 52.0
e 20 6 85.0
e 20 3 51.0
e 21 15 30.0
e 21 72 24.0
e 21 67 69.0
e 22 64 60.0
e 22 20 96.0
e 23 2 90.0
e 23 22 49.0
e 23 77 13.0
e 23 76 58.0
e 23 70 82.0
e 24 70 21.0
e 24 3 7.0
e 24 10 69.0
e 24 28 58.0
e 24 11 24.0
e 25 36 83.0
e 25 29 59.0
e 25 23 20.0
e 25 47 87.0
e 25 22 81.0
e 25 62 90.0
e 25 41 75.0
e 25 63 72.0
e 26 44 55.0
e 26 34 13.0
e 26 77 59.0
e 26 5 87.0
e 26 51 45.0
e 26 78 4.0
e 26 31 8.0
e 26 6 50.0
e 27 65 79.0
e 27 72 99.0
e 27 41 29.0
e 28 37 97.0
e 28 60 84.0
e 28 23 71.0
e 28 35 42.0
e 29 9 53.0
e 29 54 73.0
e 29 27 96.0
e 29 52 88.0
e 30 11 45.0
e 30 40 35.0
e 30 45 31.0
e 30 72 33.0
e 31 39 27.0
e 31 62 72.0
e 32 60 26.0
e 32 74 78.0
e 32 7 16.0
e 33 30 86.0
e 34 5 35.0
e 34 35 82.0
e 34 29 23.0
e 35 25 11.0
e 35 9 77.0
e 35 75 39.0
e 36 21 95.0
e 36 10 27.0
e 36 0 49.0
e 36 49 2.0
e 37 53 51.0
e 38 18 19.0
e 38 56 67.0
e 38 77 39.0
e 38 9 86.0
e 38 10 54.0
e 38 36 41.0
e 38 21 2.0
e 39 71 24.0
e 39 57 26.0
e 39 10 48.0
e 39 28 15.0
e 40 36 53.0
e 40 70 34.0
e 40 77 73.0
e 40 15 88.0
e 40 5 44.0
e 40 57 88.0
e 41 79 95.0
e 41 69 31.0
e 41 43 34.0
e 41 39 25.0
e 41 9 97.0
e 42 69 40.0
e 42 35 69.0
e 43 39 24.0
e 43 50 99.0
e 43 53 21.0
e 43 60 23.0
e 43 72 74.0
e 44 10 84.0
e 44 31 39.0
e 44 57 24.0
e 44 16 56.0
e 45 66 5.0
e 45 54 9.0
e 45 15 92.0
e 45 77 62.0
e 45 35 46.0
e 45 28 83.0
e 46 19 67.0
e 46 12 1.0
e 47 18 97.0
e 47 42 67.0
e 47 32 11.0
e 48 42 19.0
e 48 10 58.0
e 48 1 7.0
e 48 76 74.0
e 49 5 61.0
e 49 64 51.0
e 49 22 71.0
e 49 31 13.0
e 49 71 27.0
e 50 6 2.0
e 50 40 69.0
e 50 57 42.0
e 50 37 75.0
e 51 20 13.0
e 51 12 9.0
e 51 56 41.0
e 51 21 42.0
e 52 73 70.0
e 52 13 44.0
e 52 48 51.0
e 52 5 48.0
e 53 55 34.0
e 53 36 90.0
e 54 50 13.0
e 55 23 67.0
e 55 44 68.0
e 55 15 62.0
e 55 64 80.0
e 55 42 52.0
e 55 41 99.0
e 56 37 100.0
e 56 58 96.0
e 56 73 85.0
e 56 3 12.0
e 56 52 100.0
e 57 26 100.0
e 57 62 92.0
e 57 66 89.0
e 57 56 55.0
e 57 37 48.0
e 57 52 35.0
e 58 31 62.0
e 58 57 10.0
e 58 32 4.0
e 58 48 13.0
e 59 56 53.0
e 59 5 50.0
e 59 1 52.0
e 59 64 35.0
e 59 8 95.0
e 59 23 97.0
e 60 31 8.0
e 60 12 50.0
e 61 25 23.0
e 61 9 99.0
e 61 49 21.0
e 61 43 78.0
e 61 18 17.0
e 62 23 10.0
e 62 11 48.0
e 62 70 41.0
e 62 29 65.0
e 62 79 44.0
e 62 46 64.0
e 63 0 79.0
e 63 5 28.0
e 64 36 97.0
e 64 29 10.0
e 64 56 94.0
e 64 72 46.0
e 64 31 64.0
e 64 26 64.0
e 65 26 79.0
e 65 75 48.0
e 65 6 42.0
e 67 32 78.0
e 67 46 33.0
e 68 4 99.0
e 68 23 63.0
e 68 25 11.0
e 69 14 39.0
e 69 45 40.0
e 69 37 26.0
e 69 50 15.0
e 69 70 40.0
e 70 38 34.0
e 70 25 85.0
e 71 21 42.0
e 71 24 75.0
e 71 13 9.0
e 72 74 84.0
e 72 60 39.0
e 72 0 48.0
e 73 44 6.0
e 73 10 69.0
e 73 76 84.0
e 73 0 19.0
e 74 29 37.0
e 74 50 50.0
e 74 22 44.0
e 74 49 11.0
e 74 28 33.0
e 74 33 57.0
e 74 15 36.0
e 75 54 83.0
e 75 42 80.0
e 75 62 85.0
e 75 78 5.0
e 75 55 47.0
e 75 41 36.0
e 76 46 18.0
e 76 61 39.0
e 76 52 48.0
e 76 33 48.0
e 76 43 6.0
e 77 62 85.0
e 77 49 53.0
e 77 71 27.0
e 77 6 38.0
e 77 56 84.0
e 78 68 11.0
e 78 69 32.0
e 78 14 38.0
e 78 70 38.0
e 78 47 59.0
e 79 1 87.0
e 79 39 85.0
e 79 31 67.0
e 79 35 71.0
