DIMACS2
16 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16

p edge 80 350
e 1 11 293
e 1 23 205
e 1 26 200
e 1 34 202
e 1 44 203
e 1 45 204
e 1 53 200
e 1 64 212
e 1 69 204
e 2 5 297
e 2 8 292
e 2 35 195
e 2 36 192
e 2 41 199
e 2 51 188
e 2 52 197
e 2 54 209
e 2 72 197
e 3 15 293
e 3 18 196
e 3 23 196
e 3 31 207
e 3 36 201
e 3 40 199
e 3 62 198
e 3 64 210
e 3 69 195
e 4 18 208
e 4 25 195
e 4 32 199
e 4 34 204
e 4 43 198
e 4 65 191
e 4 73 197
e 5 13 299
e 5 30 209
e 5 42 201
e 5 46 203
e 5 47 202
e 5 48 200
e 5 63 205
e 5 78 205
e 6 8 293
e 6 9 293
e 6 29 196
e 6 31 193
e 6 34 197
e 6 46 199
e 6 76 204
e 6 78 200
e 6 79 209
e 7 8 298
e 7 24 198
e 7 29 201
e 7 39 200
e 7 41 196
e 7 43 204
e 7 68 198
e 8 23 200
e 8 25 189
e 8 37 197
e 8 41 202
e 8 46 198
e 8 65 201
e 9 10 299
e 9 36 205
e 9 41 200
e 9 42 195
e 9 53 204
e 9 63 196
e 9 66 198
e 9 68 203
e 9 69 205
e 9 73 208
e 9 74 192
e 10 14 307
e 10 19 200
e 10 34 204
e 10 45 205
e 10 58 193
e 10 63 204
e 10 64 200
e 10 70 199
e 11 13 293
e 11 26 203
e 11 31 197
e 11 34 204
e 11 42 205
e 11 46 208
e 11 66 208
e 11 71 195
e 11 74 201
e 11 75 203
e 11 79 203
e 12 17 199
e 12 22 206
e 12 33 206
e 12 41 190
e 12 45 189
e 12 52 206
e 12 60 204
e 12 68 211
e 13 16 303
e 13 19 200
e 13 22 201
e 13 31 195
e 13 36 201
e 13 37 193
e 13 38 192
e 13 48 195
e 13 56 203
e 13 69 198
e 14 15 301
e 14 23 208
e 14 28 194
e 14 33 195
e 14 35 208
e 14 70 196
e 14 75 200
e 15 29 206
e 15 41 211
e 15 44 198
e 15 64 199
e 15 74 208
e 15 78 199
e 16 22 199
e 16 39 196
e 16 43 201
e 16 55 206
e 17 25 103
e 17 27 100
e 17 37 92
e 17 43 107
e 17 59 98
e 17 70 102
e 18 31 98
e 18 34 100
e 18 37 103
e 18 39 97
e 18 43 92
e 18 48 93
e 18 51 108
e 18 60 98
e 18 73 100
e 19 44 96
e 19 58 105
e 19 71 102
e 19 74 93
e 20 23 106
e 20 25 102
e 20 26 94
e 20 35 103
e 20 41 104
e 20 61 103
e 20 75 92
e 20 76 98
e 21 30 100
e 21 34 95
e 21 46 111
e 21 63 92
e 21 68 99
e 21 72 97
e 22 56 97
e 22 70 95
e 22 74 108
e 22 77 92
e 22 78 99
e 23 26 98
e 23 61 102
e 23 78 97
e 24 49 99
e 24 63 97
e 24 65 101
e 24 72 100
e 24 76 107
e 25 29 96
e 25 38 100
e 25 40 90
e 25 53 104
e 25 54 91
e 25 75 100
e 26 31 100
e 26 40 97
e 26 48 99
e 26 57 107
e 26 66 94
e 27 29 100
e 27 40 97
e 27 41 98
e 27 52 92
e 27 55 97
e 27 62 98
e 27 69 98
e 27 70 97
e 27 75 100
e 27 79 108
e 28 30 99
e 28 42 96
e 28 63 97
e 28 68 109
e 28 71 101
e 28 72 101
e 29 46 93
e 29 67 94
e 29 72 102
e 30 31 100
e 30 39 95
e 30 40 100
e 30 48 94
e 30 56 97
e 30 66 96
e 31 36 98
e 31 37 108
e 31 48 97
e 31 80 87
e 32 42 96
e 32 47 99
e 32 49 94
e 32 59 106
e 32 61 99
e 32 76 103
e 33 37 92
e 33 42 99
e 33 55 99
e 33 68 106
e 33 70 95
e 33 79 105
e 34 51 96
e 34 55 108
e 34 71 93
e 35 48 104
e 35 52 99
e 35 58 97
e 35 70 103
e 35 72 110
e 36 40 105
e 36 54 100
e 36 67 105
e 36 72 100
e 36 75 102
e 36 76 98
e 37 39 101
e 37 46 93
e 37 49 89
e 37 72 92
e 38 43 100
e 38 49 90
e 38 52 103
e 38 59 106
e 38 61 88
e 38 72 96
e 39 41 97
e 39 51 96
e 39 62 96
e 39 63 101
e 39 66 96
e 39 71 93
e 39 75 99
e 40 41 97
e 40 52 103
e 40 65 99
e 40 67 94
e 41 49 107
e 41 52 97
e 41 53 94
e 41 54 91
e 41 59 101
e 41 67 101
e 41 69 96
e 42 48 93
e 42 54 103
e 43 45 100
e 43 50 93
e 43 52 86
e 43 53 99
e 43 71 102
e 43 78 97
e 44 51 110
e 44 55 96
e 44 66 95
e 44 70 98
e 44 73 102
e 45 49 93
e 45 58 99
e 45 62 101
e 45 74 118
e 45 79 100
e 46 60 100
e 47 50 100
e 47 60 98
e 47 62 108
e 48 60 99
e 48 74 103
e 48 77 106
e 49 52 96
e 49 64 93
e 50 67 96
e 51 54 106
e 52 57 99
e 52 62 96
e 52 63 95
e 52 71 94
e 52 75 102
e 52 80 94
e 53 67 98
e 53 68 100
e 53 75 104
e 54 57 97
e 54 59 90
e 54 79 82
e 55 61 103
e 55 65 101
e 55 67 95
e 56 63 103
e 56 66 96
e 57 60 87
e 57 79 94
e 58 60 99
e 59 64 100
e 59 66 97
e 59 68 105
e 60 61 103
e 60 71 95
e 60 80 110
e 62 69 98
e 62 70 99
e 62 71 103
e 62 72 103
e 62 80 108
e 63 70 92
e 64 70 99
e 64 72 98
e 64 80 100
e 65 67 98
e 65 73 91
e 66 67 94
e 66 72 98
e 66 74 94
e 66 79 92
e 67 78 100
e 68 72 96
e 68 80 94
e 69 73 99
e 70 77 97
e 72 78 98
e 73 74 97
e 74 78 109
e 76 78 107
e 77 80 94
e 78 80 102
