DIMACS2
20 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
p edge 80 632
e 1 6 301
e 1 8 298
e 1 11 304
e 1 12 299
e 1 14 300
e 1 15 300
e 1 27 204
e 1 28 205
e 1 35 195
e 1 43 197
e 1 46 204
e 1 47 191
e 1 54 197
e 1 61 215
e 1 65 200
e 1 67 199
e 1 69 205
e 1 70 204
e 1 73 198
e 1 76 200
e 1 79 209
e 2 37 200
e 2 39 196
e 2 41 195
e 2 42 203
e 2 45 202
e 2 49 206
e 2 50 195
e 2 52 200
e 2 54 202
e 2 58 199
e 2 63 202
e 2 71 205
e 2 79 206
e 2 80 206
e 3 15 308
e 3 16 300
e 3 22 200
e 3 32 197
e 3 34 201
e 3 35 194
e 3 47 202
e 4 5 302
e 4 12 289
e 4 15 296
e 4 27 205
e 4 29 199
e 4 30 206
e 4 32 200
e 4 33 212
e 4 47 208
e 4 50 206
e 4 52 194
e 4 53 205
e 4 54 203
e 4 64 200
e 4 66 206
e 4 70 206
e 4 71 202
e 4 74 194
e 4 76 197
e 4 78 197
e 5 11 301
e 5 15 291
e 5 26 202
e 5 30 198
e 5 32 195
e 5 34 208
e 5 43 204
e 5 52 204
e 5 54 200
e 5 58 203
e 5 59 197
e 5 63 196
e 5 70 202
e 5 72 202
e 5 79 200
e 6 10 301
e 6 16 295
e 6 18 306
e 6 28 197
e 6 36 201
e 6 55 193
e 6 62 198
e 6 65 192
e 6 68 195
e 6 74 214
e 6 77 188
e 6 78 201
e 6 80 191
e 7 11 301
e 7 12 304
e 7 26 200
e 7 33 202
e 7 50 200
e 7 53 205
e 7 62 196
e 7 64 201
e 7 75 211
e 7 80 200
e 8 9 299
e 8 13 300
e 8 19 295
e 8 21 200
e 8 27 198
e 8 31 203
e 8 35 204
e 8 38 196
e 8 52 199
e 8 54 203
e 8 60 192
e 8 61 205
e 8 63 198
e 8 68 200
e 8 72 207
e 9 16 296
e 9 35 194
e 9 43 201
e 9 47 199
e 9 60 206
e 9 67 192
e 9 70 191
e 10 35 195
e 10 36 193
e 10 46 206
