DIMACS2
16 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16

p edge 80 120
e 1 27 194
e 1 30 200
e 1 37 199
e 1 40 202
e 1 58 202
e 2 11 304
e 2 23 205
e 3 36 198
e 3 53 200
e 4 11 308
e 4 59 203
e 4 64 204
e 5 58 204
e 6 64 203
e 7 35 201
e 7 70 205
e 7 73 193
e 8 29 200
e 8 60 199
e 8 72 195
e 8 76 194
e 9 20 204
e 9 43 207
e 9 68 198
e 9 79 198
e 10 38 195
e 10 62 193
e 10 77 203
e 11 22 207
e 11 32 200
e 11 80 196
e 12 56 194
e 12 58 198
e 12 63 196
e 13 46 194
e 13 51 200
e 13 58 192
e 13 69 203
e 13 71 208
e 14 24 192
e 15 21 207
e 16 68 195
e 16 78 205
e 17 75 102
e 18 21 100
e 19 56 98
e 20 25 99
e 20 27 97
e 21 26 101
e 21 41 113
e 21 51 99
e 21 53 94
e 21 63 108
e 21 64 97
e 22 24 100
e 22 47 97
e 22 62 99
e 22 75 101
e 24 36 99
e 24 53 103
e 25 28 110
e 25 39 98
e 26 55 95
e 26 59 96
e 27 55 91
e 28 55 102
e 28 72 97
e 28 80 91
e 29 37 92
e 30 35 102
e 30 47 97
e 30 49 94
e 31 37 100
e 31 76 97
e 32 41 106
e 33 51 94
e 34 58 103
e 34 77 106
e 35 46 97
e 35 58 90
e 36 59 97
e 36 80 94
e 37 53 115
e 37 67 108
e 37 76 100
e 40 63 89
e 41 75 100
e 42 77 103
e 43 44 101
e 43 71 98
e 43 77 103
e 44 45 104
e 44 58 103
e 45 53 93
e 45 75 102
e 47 67 94
e 47 78 104
e 48 68 94
e 49 54 97
e 49 70 102
e 50 65 91
e 50 74 93
e 52 57 106
e 52 66 100
e 53 80 103
e 54 67 105
e 54 69 101
e 57 80 104
e 58 59 97
e 58 78 91
e 59 65 92
e 59 70 96
e 59 74 102
e 60 80 100
e 61 69 101
e 63 74 100
e 66 80 98
e 67 68 95
e 68 71 97
e 74 75 92
