DIMACS2
20 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
p edge 80 632
e 1 2 295
e 1 12 300
e 1 14 298
e 1 15 300
e 1 17 297
e 1 18 299
e 1 19 293
e 1 21 187
e 1 26 202
e 1 32 197
e 1 33 197
e 1 43 196
e 1 47 196
e 1 48 211
e 1 49 201
e 1 53 198
e 1 59 193
e 1 60 206
e 1 61 201
e 1 62 199
e 1 64 193
e 1 70 203
e 1 76 201
e 2 3 305
e 2 6 305
e 2 11 293
e 2 15 295
e 2 16 304
e 2 31 211
e 2 37 207
e 2 42 204
e 2 45 195
e 2 51 200
e 2 52 201
e 2 56 199
e 2 58 204
e 2 71 197
e 3 17 298
e 3 19 299
e 3 23 199
e 3 24 202
e 3 26 196
e 3 29 199
e 3 34 188
e 3 48 202
e 3 59 194
e 3 67 199
e 4 22 204
e 4 26 201
e 4 27 206
e 4 28 197
e 4 30 197
e 4 31 203
e 4 32 202
e 4 33 199
e 4 34 209
e 4 38 201
e 4 39 201
e 4 54 197
e 4 57 206
e 4 70 196
e 4 79 200
e 5 10 303
e 5 11 298
e 5 14 301
e 5 15 310
e 5 16 291
e 5 20 302
e 5 27 201
e 5 33 199
e 5 37 200
e 5 46 194
e 5 51 196
e 5 59 192
e 5 62 198
e 5 64 195
e 5 67 189
e 5 68 205
e 5 72 206
e 5 73 195
e 5 75 193
e 6 12 304
e 6 15 298
e 6 20 292
e 6 24 191
e 6 35 203
e 6 37 196
e 6 45 201
e 6 52 192
e 6 54 197
e 6 63 195
e 6 65 188
e 6 67 190
e 6 71 203
e 6 72 207
e 6 77 216
e 6 80 195
e 7 17 296
e 7 19 305
e 7 28 193
e 7 30 197
e 7 31 196
e 7 34 193
e 7 41 198
e 7 45 204
e 7 52 197
e 7 54 198
e 7 55 196
e 7 66 193
e 7 73 202
e 7 74 195
e 7 77 203
e 7 79 201
e 7 80 206
e 8 10 298
e 8 17 310
e 8 21 197
e 8 22 199
e 8 31 203
e 8 50 209
e 8 52 206
e 8 57 197
e 8 65 205
e 8 72 206
e 8 73 203
e 8 75 194
e 9 10 305
e 9 14 302
e 9 21 202
e 9 25 189
e 9 36 198
e 9 40 192
e 9 42 196
e 9 46 204
e 9 54 190
e 9 55 209
e 9 56 188
e 9 60 202
e 9 74 209
e 9 78 200
e 10 11 294
e 10 13 297
e 10 22 197
e 10 23 190
e 10 24 200
e 10 27 199
e 10 33 203
e 10 34 196
e 10 38 206
e 10 39 205
e 10 48 195
e 10 51 198
e 10 55 209
e 10 57 195
e 10 59 196
e 10 60 198
e 10 66 200
e 10 68 204
e 10 71 189
e 11 16 301
e 11 24 193
e 11 29 194
e 11 34 199
e 11 36 198
e 11 43 203
e 11 51 197
e 11 53 201
e 11 66 200
e 11 74 198
e 11 75 198
e 11 76 204
e 11 80 204
e 12 13 299
e 12 14 300
e 12 20 292
e 12 23 199
e 12 25 198
e 12 28 203
e 12 45 194
e 12 47 196
e 12 49 201
e 12 50 193
e 12 51 191
e 12 52 198
e 12 54 203
e 12 60 191
e 12 61 203
e 12 68 192
e 12 73 198
e 12 76 200
e 13 17 295
e 13 18 294
e 13 19 303
e 13 21 199
e 13 30 202
e 13 37 198
e 13 39 209
e 13 41 202
e 13 46 200
e 13 48 207
e 13 56 198
e 13 62 203
e 13 67 204
e 14 16 293
e 14 18 302
e 14 21 198
e 14 25 207
e 14 26 205
e 14 37 199
e 14 43 203
e 14 54 195
e 14 57 206
e 14 61 202
e 14 62 199
e 14 63 199
e 14 64 198
e 14 66 198
e 14 74 206
e 14 75 199
e 15 17 293
e 15 23 197
e 15 24 204
e 15 32 188
e 15 42 200
e 15 44 192
e 15 49 202
e 15 62 203
e 15 65 200
e 15 71 200
e 15 73 203
e 15 74 202
e 15 75 198
e 15 77 204
e 16 21 201
e 16 25 204
e 16 26 206
e 16 27 202
e 16 31 201
e 16 39 203
e 16 40 199
e 16 46 200
e 16 51 199
e 16 53 205
e 16 54 206
e 16 64 205
e 16 66 207
e 16 68 199
e 16 71 198
e 17 19 299
e 17 29 206
e 17 30 200
e 17 32 197
e 17 62 200
e 17 66 199
e 18 20 301
e 18 23 200
e 18 25 200
e 18 29 204
e 18 32 205
e 18 34 204
e 18 35 190
e 18 37 201
e 18 38 201
e 18 41 199
e 18 47 200
e 18 54 202
e 18 56 188
e 18 60 202
e 18 63 198
e 18 65 200
e 18 67 200
e 18 73 201
e 18 75 204
e 18 76 203
e 18 78 196
e 19 25 205
e 19 46 194
e 19 49 202
e 19 54 191
e 19 55 199
e 19 56 191
e 19 66 197
e 19 68 206
e 19 71 194
e 19 72 201
e 19 80 200
e 20 31 198
e 20 33 195
e 20 35 204
e 20 39 196
e 20 42 205
e 20 47 204
e 20 48 197
e 20 51 198
e 20 53 204
e 20 63 193
e 20 64 201
e 21 33 98
e 21 34 109
e 21 40 108
e 21 45 97
e 21 62 107
e 21 64 107
e 21 74 93
e 21 76 104
e 21 78 98
e 21 80 98
e 22 38 100
e 22 44 90
e 22 45 103
e 22 51 99
e 22 56 94
e 22 57 90
e 22 59 96
e 22 60 100
e 22 61 102
e 22 65 91
e 22 69 104
e 22 74 104
e 23 27 98
e 23 31 103
e 23 39 102
e 23 40 104
e 23 45 98
e 23 49 102
e 23 54 100
e 23 56 101
e 23 62 104
e 23 64 106
e 23 65 102
e 23 74 102
e 23 75 96
e 23 76 103
e 23 80 106
e 24 26 98
e 24 29 93
e 24 34 101
e 24 36 95
e 24 39 97
e 24 45 102
e 24 47 103
e 24 50 93
e 24 54 96
e 24 55 94
e 24 57 95
e 24 64 97
e 24 66 108
e 24 70 102
e 24 72 98
e 24 74 101
e 25 28 97
e 25 33 100
e 25 44 109
e 25 45 100
e 25 47 100
e 25 56 96
e 25 59 97
e 25 60 98
e 25 61 103
e 25 66 103
e 25 71 100
e 25 76 95
e 25 79 90
e 26 32 103
e 26 35 102
e 26 37 102
e 26 41 99
e 26 42 98
e 26 43 94
e 26 47 95
e 26 67 96
e 26 68 103
e 26 69 105
e 26 74 103
e 27 29 101
e 27 30 103
e 27 34 99
e 27 40 99
e 27 41 93
e 27 45 99
e 27 50 93
e 27 57 96
e 27 58 97
e 27 61 103
e 27 62 100
e 27 63 89
e 27 79 96
e 27 80 94
e 28 32 102
e 28 47 100
e 28 50 99
e 28 60 98
e 28 63 100
e 28 68 111
e 28 69 98
e 28 71 106
e 28 73 100
e 28 76 99
e 28 79 93
e 29 30 106
e 29 32 102
e 29 38 107
e 29 41 101
e 29 44 98
e 29 46 106
e 29 48 99
e 29 50 99
e 29 57 98
e 29 61 98
e 29 62 102
e 29 73 98
e 29 74 108
e 29 77 99
e 29 79 98
e 30 35 94
e 30 40 104
e 30 41 93
e 30 48 91
e 30 61 106
e 30 79 99
e 30 80 100
e 31 35 101
e 31 40 99
e 31 51 104
e 31 53 92
e 31 60 96
e 31 61 101
e 31 65 98
e 31 71 101
e 31 74 104
e 31 77 99
e 32 34 100
e 32 36 102
e 32 45 99
e 32 49 100
e 32 50 92
e 32 52 100
e 32 55 105
e 32 61 94
e 32 62 110
e 32 69 105
e 32 71 104
e 32 73 107
e 33 48 94
e 33 55 100
e 33 57 93
e 33 63 110
e 33 65 93
e 33 69 98
e 33 78 106
e 34 36 102
e 34 38 96
e 34 55 103
e 34 67 90
e 34 70 103
e 35 38 103
e 35 43 95
e 35 49 99
e 35 50 96
e 35 63 105
e 35 64 99
e 35 74 98
e 35 75 108
e 35 78 108
e 35 79 95
e 35 80 100
e 36 39 104
e 36 40 97
e 36 46 101
e 36 47 111
e 36 50 97
e 36 51 102
e 36 57 97
e 36 69 100
e 36 70 105
e 36 78 89
e 36 79 100
e 37 40 99
e 37 44 101
e 37 49 91
e 37 53 100
e 37 54 95
e 37 57 101
e 37 60 98
e 37 62 106
e 37 68 106
e 37 75 101
e 38 42 100
e 38 44 108
e 38 50 103
e 38 60 93
e 38 79 98
e 39 42 101
e 39 43 98
e 39 44 101
e 39 46 104
e 39 52 97
e 39 62 92
e 39 64 102
e 39 65 89
e 39 77 95
e 40 44 108
e 40 47 100
e 40 54 103
e 40 64 103
e 40 67 98
e 40 68 100
e 40 72 101
e 40 76 99
e 40 78 95
e 41 53 102
e 41 57 97
e 41 66 93
e 41 71 98
e 41 73 95
e 41 78 100
e 42 44 99
e 42 57 108
e 42 69 101
e 43 48 99
e 43 55 103
e 43 59 95
e 43 67 102
e 43 70 93
e 43 78 105
e 45 55 102
e 45 67 99
e 45 68 100
e 45 69 90
e 45 71 103
e 45 80 102
e 46 48 98
e 46 65 93
e 46 67 100
e 46 70 102
e 46 71 96
e 46 79 97
e 46 80 107
e 47 55 99
e 47 56 102
e 47 57 93
e 47 59 98
e 47 62 91
e 47 64 95
e 47 65 94
e 47 67 93
e 47 68 112
e 48 49 107
e 48 52 104
e 48 65 94
e 48 72 100
e 49 51 102
e 49 52 104
e 49 53 97
e 49 54 100
e 49 66 97
e 49 67 96
e 49 71 93
e 49 72 98
e 49 73 101
e 49 77 100
e 50 54 101
e 50 62 96
e 50 63 102
e 50 70 106
e 51 56 102
e 51 59 101
e 51 64 109
e 51 69 106
e 51 70 94
e 51 77 99
e 52 53 99
e 52 71 104
e 52 79 101
e 53 61 100
e 53 63 93
e 54 67 103
e 54 75 102
e 55 57 101
e 55 58 96
e 55 71 96
e 55 77 99
e 55 80 101
e 56 57 94
e 56 63 98
e 56 67 98
e 56 68 102
e 56 70 105
e 56 75 105
e 56 78 108
e 56 79 98
e 57 70 100
e 57 76 98
e 57 79 97
e 58 60 107
e 58 62 97
e 58 66 99
e 59 79 104
e 60 68 100
e 60 78 103
e 61 62 98
e 61 79 101
e 62 65 92
e 62 67 109
e 62 71 92
e 63 65 100
e 63 70 93
e 63 73 96
e 63 75 100
e 64 73 105
e 65 68 98
e 65 73 99
e 66 78 96
e 66 80 101
e 67 77 96
e 67 79 99
e 69 73 94
e 69 74 91
e 69 77 108
e 69 78 105
e 69 79 107
e 71 73 98
e 71 75 103
e 72 73 99
e 72 75 104
e 72 76 98
e 73 74 99
e 73 75 95
e 74 78 91
e 75 79 105
e 78 79 100
e 78 80 103
