DIMACS2
20 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20

p edge 80 120
e 1 11 293
e 1 23 205
e 1 45 204
e 1 53 200
e 2 51 188
e 2 52 197
e 2 54 209
e 3 18 296
e 3 40 199
e 4 34 204
e 4 43 198
e 4 73 197
e 5 46 203
e 6 9 293
e 6 78 200
e 7 24 198
e 7 68 198
e 8 23 200
e 8 25 189
e 8 37 197
e 8 65 201
e 9 66 198
e 9 69 205
e 10 19 300
e 10 45 205
e 10 58 193
e 10 63 204
e 11 34 204
e 11 42 205
e 11 71 195
e 11 75 203
e 12 22 206
e 12 60 204
e 13 36 201
e 14 15 301
e 14 23 208
e 14 33 195
e 14 70 196
e 15 41 211
e 15 74 208
e 15 78 199
e 16 22 199
e 16 39 196
e 16 55 206
e 17 27 200
e 17 59 198
e 18 39 197
e 18 48 193
e 18 60 198
e 19 58 205
e 20 23 206
e 20 75 192
e 20 76 198
e 21 30 100
e 21 72 97
e 22 78 99
e 23 26 98
e 24 72 100
e 25 38 100
e 25 40 90
e 25 75 100
e 26 31 100
e 26 40 97
e 27 29 100
e 27 52 92
e 27 62 98
e 27 70 97
e 27 75 100
e 27 79 108
e 28 42 96
e 30 48 94
e 30 56 97
e 30 66 96
e 32 42 96
e 33 79 105
e 34 71 93
e 35 70 103
e 35 72 110
e 36 54 100
e 37 46 93
e 37 72 92
e 38 43 100
e 39 51 96
e 39 62 96
e 40 65 99
e 41 52 97
e 41 59 101
e 41 67 101
e 43 52 86
e 43 78 97
e 44 55 96
e 44 66 95
e 45 49 93
e 45 62 101
e 45 74 118
e 45 79 100
e 47 62 108
e 48 60 99
e 49 64 93
e 50 67 96
e 52 57 99
e 52 75 102
e 52 80 94
e 53 67 98
e 53 68 100
e 55 67 95
e 58 60 99
e 59 66 97
e 59 68 105
e 60 61 103
e 62 69 98
e 62 80 108
e 63 70 92
e 64 72 98
e 66 72 98
e 66 79 92
e 67 78 100
e 68 72 96
e 70 77 97
e 76 78 107
