DIMACS2
20 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20

p edge 80 120
e 1 7 301
e 1 14 291
e 1 28 200
e 1 43 200
e 1 59 197
e 2 10 298
e 2 40 203
e 2 42 194
e 2 55 203
e 2 62 194
e 2 68 193
e 2 80 198
e 3 59 186
e 3 71 205
e 4 8 296
e 4 46 202
e 5 28 198
e 5 36 193
e 5 41 200
e 6 54 204
e 7 27 206
e 7 38 200
e 7 51 189
e 7 63 198
e 7 70 194
e 9 51 200
e 10 44 198
e 11 29 196
e 11 51 205
e 11 57 199
e 12 13 300
e 12 38 205
e 12 52 203
e 13 24 202
e 13 38 196
e 13 48 204
e 13 78 200
e 14 16 292
e 14 25 190
e 14 52 193
e 14 58 207
e 14 75 185
e 15 35 195
e 15 66 191
e 16 30 204
e 17 35 195
e 17 61 203
e 18 35 208
e 18 46 197
e 19 27 203
e 19 68 199
e 20 64 199
e 21 36 100
e 21 65 101
e 21 73 103
e 21 80 100
e 22 44 96
e 22 51 101
e 22 60 92
e 23 29 99
e 24 53 102
e 24 62 93
e 25 54 110
e 25 65 108
e 26 31 97
e 26 60 107
e 27 32 103
e 27 78 99
e 28 49 107
e 28 74 104
e 30 77 100
e 31 51 100
e 31 79 96
e 32 79 105
e 33 63 102
e 33 70 97
e 33 73 88
e 34 35 108
e 34 43 103
e 34 56 100
e 34 60 101
e 35 38 100
e 35 72 104
e 37 51 107
e 37 73 96
e 37 80 99
e 38 40 115
e 38 42 103
e 39 63 101
e 39 69 100
e 40 53 92
e 41 56 95
e 41 71 107
e 41 79 97
e 44 50 102
e 44 55 91
e 44 64 107
e 44 78 91
e 45 47 103
e 45 51 109
e 47 77 104
e 48 49 101
e 50 53 105
e 51 52 97
e 51 53 102
e 51 72 99
e 51 77 101
e 55 69 100
e 56 59 101
e 56 75 106
e 57 68 104
e 58 69 103
e 58 79 92
e 60 66 94
e 62 68 100
e 63 67 97
e 64 65 101
e 64 70 101
e 67 76 97
e 76 78 91
