DIMACS2
80 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40
 41
 42
 43
 44
 45 46
 47
 48
 49
 50
 51
 52
 53
 54
 55
 56
 57
 58
 59
 60 61
 62
 63
 64
 65
 66
 67
 68
 69
 70
 71
 72
 73
 74
 75 76
 77
 78
 79
 80

p edge 320 480
e 1 63 298
e 1 82 190
e 1 156 203
e 1 215 199
e 1 271 199
e 1 283 195
e 1 293 210
e 1 308 200
e 2 67 302
e 2 71 304
e 2 183 210
e 2 185 202
e 2 280 204
e 3 210 210
e 3 304 196
e 4 69 304
e 4 87 199
e 4 300 199
e 5 54 307
e 5 164 206
e 6 94 199
e 6 180 206
e 6 222 205
e 6 310 197
e 7 82 207
e 7 98 203
e 7 196 195
e 7 208 196
e 8 59 296
e 8 101 193
e 8 136 192
e 8 301 197
e 9 174 201
e 10 23 301
e 10 38 301
e 10 186 192
e 10 194 194
e 10 216 189
e 11 47 297
e 11 277 192
e 12 292 194
e 13 93 209
e 13 114 197
e 13 281 190
e 14 21 301
e 14 106 199
e 14 129 203
e 14 276 193
e 15 107 192
e 16 218 200
e 16 249 207
e 17 37 303
e 17 76 302
e 18 42 300
e 19 115 195
e 19 305 204
e 20 50 301
e 21 28 305
e 21 184 203
e 21 230 193
e 22 112 208
e 24 176 198
e 24 269 201
e 24 314 192
e 25 121 200
e 26 84 196
e 26 292 201
e 27 195 203
e 28 58 294
e 29 116 203
e 29 295 200
e 30 118 211
e 30 129 193
e 30 151 204
e 30 303 202
e 31 211 204
e 32 91 191
e 32 107 202
e 32 194 204
e 32 196 197
e 32 295 200
e 33 52 295
e 33 56 301
e 33 198 198
e 33 226 196
e 34 85 198
e 34 141 202
e 34 160 198
e 35 41 301
e 36 108 208
e 36 140 190
e 37 102 200
e 37 113 201
e 37 218 196
e 37 266 195
e 38 269 206
e 39 163 199
e 40 209 199
e 41 52 299
e 41 153 201
e 41 211 200
e 41 213 194
e 41 271 210
e 42 53 304
e 42 58 294
e 43 68 294
e 43 149 203
e 43 245 201
e 43 257 198
e 43 297 199
e 44 130 198
e 44 270 196
e 44 278 196
e 45 78 305
e 46 297 201
e 47 57 297
e 47 77 301
e 47 88 210
e 47 163 204
e 47 259 201
e 48 229 207
e 48 262 200
e 49 57 303
e 50 107 197
e 50 189 200
e 50 253 199
e 51 320 198
e 53 73 304
e 53 76 309
e 53 164 204
e 54 100 197
e 54 236 194
e 55 56 303
e 55 297 203
e 56 130 199
e 56 229 199
e 56 280 210
e 58 127 205
e 58 156 199
e 58 163 197
e 58 203 199
e 58 265 205
e 58 274 198
e 59 250 201
e 60 144 200
e 60 213 203
e 60 240 209
e 60 275 199
e 60 302 195
e 61 166 209
e 61 245 199
e 61 259 192
e 61 273 201
e 62 127 194
e 62 253 194
e 62 307 208
e 64 109 202
e 64 130 200
e 65 312 202
e 66 118 202
e 66 201 201
e 66 255 210
e 66 284 209
e 66 290 196
e 67 158 207
e 67 162 203
e 68 142 209
e 68 187 203
e 69 90 198
e 69 163 197
e 69 247 190
e 69 282 198
e 70 82 195
e 70 155 203
e 71 152 202
e 71 234 199
e 72 79 304
e 72 148 204
e 72 195 201
e 74 99 206
e 74 141 201
e 74 217 203
e 74 236 206
e 75 213 204
e 76 85 203
e 76 256 205
e 77 188 198
e 77 236 198
e 78 187 197
e 79 152 202
e 79 179 211
e 79 194 204
e 80 170 196
e 80 273 196
e 80 274 195
e 81 315 95
e 82 177 100
e 82 241 94
e 83 118 97
e 83 277 97
e 84 227 103
e 85 115 105
e 86 105 109
e 86 195 104
e 86 288 93
e 87 157 102
e 87 232 97
e 87 308 103
e 88 230 95
e 88 278 100
e 88 315 93
e 89 113 113
e 89 123 96
e 89 128 101
e 90 290 100
e 91 189 105
e 91 215 91
e 91 229 94
e 92 166 104
e 92 205 99
e 93 182 105
e 94 205 96
e 94 235 93
e 95 111 91
e 95 303 99
e 95 309 93
e 96 129 97
e 97 162 97
e 97 238 98
e 98 240 103
e 98 283 102
e 99 218 92
e 100 212 92
e 100 214 103
e 100 273 100
e 100 281 103
e 101 290 103
e 101 307 97
e 101 313 101
e 102 116 107
e 102 200 106
e 102 202 97
e 103 137 97
e 103 176 99
e 103 268 104
e 104 284 94
e 105 161 111
e 105 219 92
e 105 271 95
e 106 245 102
e 107 224 98
e 107 289 88
e 108 173 93
e 109 149 102
e 110 143 99
e 110 272 104
e 110 295 98
e 111 245 97
e 111 248 99
e 112 118 107
e 112 287 96
e 113 172 92
e 114 201 96
e 114 293 97
e 115 124 95
e 116 125 104
e 116 164 99
e 116 175 114
e 116 234 94
e 117 240 92
e 118 187 106
e 119 194 100
e 119 221 100
e 119 258 104
e 120 260 98
e 120 304 101
e 121 256 100
e 122 132 97
e 122 249 101
e 123 172 110
e 123 317 99
e 124 128 100
e 124 168 106
e 124 220 105
e 124 236 99
e 124 271 104
e 124 282 109
e 124 309 101
e 126 147 106
e 126 172 95
e 126 268 99
e 127 145 94
e 128 168 95
e 129 195 103
e 129 249 99
e 129 297 99
e 130 148 102
e 130 170 101
e 130 284 96
e 130 292 97
e 131 134 105
e 131 270 107
e 132 140 103
e 133 271 88
e 133 305 97
e 134 217 111
e 134 222 101
e 135 213 106
e 135 311 100
e 135 313 87
e 136 156 107
e 136 171 105
e 136 225 106
e 136 278 102
e 136 315 97
e 137 159 95
e 137 234 101
e 138 167 101
e 138 295 95
e 139 155 108
e 139 275 103
e 139 307 111
e 140 162 95
e 140 175 105
e 140 232 107
e 140 308 102
e 141 195 95
e 141 261 99
e 142 217 98
e 143 259 110
e 144 281 102
e 144 299 106
e 145 146 105
e 145 179 100
e 145 203 104
e 145 209 103
e 145 210 102
e 145 249 98
e 145 294 107
e 145 312 104
e 146 223 101
e 147 167 100
e 147 210 107
e 147 246 92
e 148 223 97
e 148 262 99
e 149 263 103
e 150 200 94
e 151 154 96
e 151 157 99
e 152 249 105
e 152 251 98
e 152 265 97
e 153 226 101
e 153 238 91
e 153 251 97
e 155 170 97
e 155 244 96
e 156 163 99
e 156 198 90
e 156 208 101
e 156 238 101
e 156 295 109
e 157 239 89
e 157 242 102
e 157 297 103
e 159 220 105
e 159 239 93
e 159 275 98
e 159 315 100
e 160 312 97
e 161 303 94
e 162 228 97
e 163 164 97
e 163 183 94
e 163 303 104
e 164 224 100
e 164 317 102
e 165 311 96
e 166 176 107
e 166 238 105
e 166 276 99
e 166 278 110
e 167 237 102
e 168 267 105
e 168 314 105
e 169 278 102
e 170 180 96
e 170 311 98
e 170 316 96
e 171 260 107
e 174 201 95
e 174 219 91
e 175 302 104
e 178 310 98
e 179 270 104
e 181 235 103
e 182 249 111
e 186 286 109
e 187 193 106
e 187 295 97
e 189 230 94
e 190 243 105
e 191 223 95
e 192 221 102
e 192 265 94
e 192 307 100
e 194 320 97
e 197 236 96
e 197 277 101
e 197 306 102
e 198 270 100
e 198 298 103
e 199 248 92
e 199 249 100
e 199 316 96
e 204 254 95
