DIMACS2
80 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40
 41
 42
 43
 44
 45 46
 47
 48
 49
 50
 51
 52
 53
 54
 55
 56
 57
 58
 59
 60 61
 62
 63
 64
 65
 66
 67
 68
 69
 70
 71
 72
 73
 74
 75 76
 77
 78
 79
 80

p edge 320 640
e 1 25 309
e 1 33 299
e 1 46 305
e 1 131 193
e 1 253 200
e 1 312 195
e 2 3 293
e 2 23 303
e 2 67 297
e 2 116 201
e 2 261 192
e 2 282 208
e 3 23 296
e 3 26 297
e 3 28 293
e 3 118 200
e 3 146 201
e 3 189 196
e 3 200 201
e 3 219 194
e 4 142 196
e 4 156 203
e 4 157 202
e 4 192 191
e 4 247 208
e 4 283 199
e 5 264 194
e 5 288 200
e 6 307 196
e 6 319 196
e 7 40 301
e 7 97 194
e 7 197 211
e 8 24 299
e 8 60 304
e 9 280 196
e 10 36 307
e 10 54 303
e 10 187 197
e 10 261 192
e 10 262 197
e 10 303 197
e 11 66 304
e 11 87 206
e 11 104 190
e 11 296 202
e 12 234 193
e 12 243 193
e 12 255 205
e 12 314 201
e 13 55 306
e 13 166 199
e 13 202 200
e 14 23 309
e 14 34 292
e 14 178 201
e 14 211 199
e 14 214 200
e 14 219 196
e 14 285 198
e 15 16 298
e 15 39 301
e 15 156 203
e 15 191 198
e 15 280 204
e 16 161 198
e 16 166 202
e 16 170 194
e 16 214 198
e 16 270 186
e 17 258 203
e 18 225 195
e 18 245 196
e 19 139 208
e 19 192 198
e 20 35 303
e 20 168 206
e 20 268 208
e 21 130 196
e 21 171 189
e 21 213 202
e 21 250 202
e 22 51 296
e 22 308 197
e 23 52 300
e 23 184 209
e 23 208 195
e 23 222 198
e 24 47 296
e 24 124 197
e 24 182 205
e 24 219 198
e 25 63 303
e 25 239 194
e 25 243 198
e 25 279 204
e 26 146 199
e 26 171 198
e 27 143 199
e 28 52 308
e 28 127 198
e 28 142 195
e 29 46 302
e 29 177 193
e 29 245 204
e 29 259 199
