DIMACS2
17 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17

p edge 320 640
e 1 84 197
e 1 146 201
e 1 157 191
e 1 158 196
e 1 226 201
e 1 271 210
e 1 303 207
e 2 53 199
e 2 57 201
e 2 62 202
e 2 138 201
e 2 189 197
e 2 232 197
e 3 226 197
e 3 250 204
e 3 285 195
e 4 65 198
e 4 76 198
e 4 246 194
e 5 42 205
e 5 91 190
e 5 164 197
e 5 172 203
e 5 185 199
e 5 194 200
e 5 213 202
e 5 232 199
e 5 293 196
e 6 172 194
e 6 283 199
e 7 25 198
e 7 148 204
e 8 36 189
e 8 86 202
e 9 26 208
e 9 134 200
e 9 276 203
e 9 314 204
e 10 67 197
e 10 190 203
e 10 205 208
e 10 313 198
e 11 87 209
e 11 230 201
e 11 293 202
e 12 18 202
e 12 33 203
e 12 146 202
e 12 316 199
e 13 124 197
e 13 184 197
e 13 277 198
e 14 27 198
e 14 220 201
e 14 231 202
e 14 239 196
e 15 42 198
e 15 197 209
e 15 228 202
e 15 254 206
e 15 264 195
e 15 296 211
e 16 95 199
e 16 291 197
e 17 61 197
e 17 139 193
e 17 180 211
e 18 133 100
e 18 148 105
e 18 152 91
e 18 153 107
e 18 203 103
e 18 295 101
e 19 150 108
e 20 256 102
e 21 29 95
e 21 40 104
e 21 59 101
e 21 235 101
e 21 269 102
e 22 178 96
e 22 223 99
e 22 244 104
e 22 271 99
e 23 100 98
e 23 119 105
e 23 194 101
e 23 246 97
e 23 268 98
e 23 316 106
e 24 120 107
e 25 122 106
e 25 125 112
e 25 204 108
e 25 255 98
e 26 213 92
e 27 127 102
e 27 238 98
e 27 279 96
e 27 285 98
e 28 69 94
e 28 154 91
e 28 317 101
e 29 31 98
e 30 104 100
e 30 177 103
e 31 53 101
e 31 146 96
e 31 176 101
e 31 188 100
e 31 204 102
e 31 251 94
e 31 283 93
e 32 37 93
e 32 102 93
e 32 123 91
e 32 276 105
e 32 281 98
e 33 95 96
e 33 288 108
e 33 300 98
e 33 310 100
e 34 35 108
e 34 77 101
e 34 89 99
e 34 200 100
e 34 215 98
e 34 270 89
e 35 76 101
e 35 85 107
e 35 88 103
e 35 122 100
e 35 130 99
e 35 202 100
e 35 259 102
e 35 266 95
e 35 291 91
e 36 107 107
e 36 109 97
e 36 233 108
e 37 148 102
e 37 304 102
e 38 84 102
e 38 119 102
e 38 147 93
e 38 219 94
e 39 108 104
e 39 142 94
e 39 213 97
e 39 265 102
e 40 41 89
e 40 76 98
e 40 91 96
e 40 172 95
e 40 237 89
e 42 92 102
e 42 117 97
e 42 168 99
e 42 302 107
e 43 73 98
e 43 272 94
e 44 45 101
e 44 186 98
e 44 282 104
e 45 126 92
e 45 180 101
e 45 183 95
e 45 263 94
e 46 47 99
e 46 157 100
e 46 168 92
e 46 207 92
e 46 308 93
e 47 81 94
e 47 162 97
e 47 219 89
e 48 155 104
e 48 266 103
e 49 110 101
e 49 115 104
e 49 166 105
e 49 231 98
e 50 111 100
e 50 130 101
e 50 271 95
e 50 278 95
e 50 289 87
e 51 174 99
e 52 130 85
e 52 131 107
e 53 130 100
e 53 187 102
e 53 199 91
e 53 291 95
e 54 134 98
e 54 155 103
e 54 261 95
e 54 312 101
e 55 116 101
e 55 265 93
e 55 306 107
e 56 226 97
e 57 293 96
e 58 116 90
e 58 123 99
e 58 154 104
e 58 200 99
e 58 204 102
e 58 225 106
e 58 305 109
e 59 60 98
e 59 180 103
e 59 254 100
e 59 309 100
e 60 81 98
e 60 133 99
e 60 141 109
e 60 312 93
e 61 235 93
e 61 255 102
e 62 112 111
e 62 126 98
e 62 279 95
e 63 217 98
e 63 315 113
e 64 200 99
e 64 277 101
e 65 94 101
e 65 116 100
e 65 184 101
e 65 187 95
e 65 286 97
e 66 77 91
e 66 211 98
e 67 117 114
e 67 197 102
e 67 229 100
e 68 197 105
e 68 263 97
e 69 102 104
e 69 198 109
e 69 212 100
e 69 254 97
e 70 161 96
e 70 177 90
e 70 211 101
e 70 266 92
e 70 290 99
e 70 302 105
e 71 123 96
e 71 243 100
e 71 290 110
e 71 300 94
e 72 116 102
e 72 154 97
e 72 155 101
e 72 257 94
e 72 290 104
e 72 293 103
e 72 297 91
e 73 99 101
e 73 108 95
e 73 314 95
e 74 100 100
e 74 146 104
e 74 169 111
e 74 178 99
e 74 250 106
e 75 133 89
e 75 161 99
e 75 227 91
e 75 294 108
e 76 118 98
e 76 134 99
e 77 96 92
e 77 139 107
e 78 153 94
e 78 154 97
e 78 162 99
e 78 318 94
e 79 80 95
e 79 126 96
e 79 153 105
e 79 178 105
e 79 179 109
e 79 202 88
e 79 320 95
e 80 157 101
e 81 103 98
e 81 264 97
e 82 171 99
e 82 212 96
e 82 228 94
e 83 92 93
e 83 104 101
e 83 146 107
e 83 174 92
e 83 221 92
e 83 271 94
e 84 106 108
e 84 190 98
e 84 196 95
e 84 232 94
e 84 243 95
e 85 116 103
e 85 173 107
e 85 286 95
e 86 161 90
e 86 166 100
e 86 259 94
e 87 173 94
e 87 314 99
e 88 135 97
e 89 228 96
e 89 273 110
e 90 105 96
e 90 109 100
e 90 168 97
e 90 203 104
e 90 216 106
e 90 311 101
e 91 95 104
e 91 163 96
e 91 227 95
e 91 234 109
e 91 235 88
e 91 310 109
e 92 98 99
e 93 121 93
e 93 156 99
e 93 233 103
e 93 275 97
e 93 290 105
e 94 155 93
e 95 281 101
e 96 188 106
e 96 251 106
e 96 301 104
e 97 155 100
e 97 159 93
e 97 175 109
e 97 240 101
e 97 313 105
e 98 106 97
e 98 136 107
e 98 179 98
e 99 116 103
e 99 271 93
e 100 153 87
e 100 268 97
e 100 298 100
e 101 112 95
e 101 207 97
e 101 224 110
e 101 236 101
e 102 215 93
e 103 151 96
e 104 118 90
e 104 252 95
e 105 126 97
e 105 140 98
e 105 214 97
e 105 230 105
e 105 274 106
e 106 144 98
e 106 185 95
e 107 130 102
e 107 196 91
e 107 294 99
e 107 301 101
e 107 307 91
e 107 314 99
e 108 247 103
e 109 234 95
e 110 154 107
e 110 158 91
e 111 176 104
e 112 218 100
e 112 298 103
e 112 305 96
e 113 245 88
e 113 250 103
e 113 280 103
e 114 207 96
e 114 247 93
e 115 159 104
e 115 230 100
e 115 258 100
e 116 161 105
e 116 170 103
e 117 174 104
e 117 186 102
e 117 222 97
e 117 288 108
e 117 296 91
e 117 300 96
e 117 303 103
e 118 180 97
e 118 292 106
e 119 179 95
e 119 188 98
e 119 198 97
e 119 224 96
e 120 263 98
e 121 156 97
e 121 316 106
e 122 153 102
e 123 266 102
e 124 232 110
e 124 242 99
e 125 204 100
e 125 272 98
e 127 181 102
e 127 287 109
e 127 316 110
e 128 236 104
e 128 256 91
e 128 275 103
e 128 307 97
e 129 199 103
e 130 171 97
e 130 207 105
e 130 261 105
e 130 271 98
e 131 260 97
e 131 302 103
e 132 286 95
e 132 316 93
e 133 232 104
e 133 262 99
e 134 234 101
e 134 287 102
e 134 291 101
e 135 292 94
e 136 149 95
e 136 234 108
e 136 301 98
e 137 145 85
e 137 170 97
e 137 183 104
e 137 261 103
e 138 169 97
e 138 229 99
e 138 263 91
e 138 276 102
e 138 295 96
e 138 320 93
e 139 143 98
e 139 223 101
e 140 167 96
e 140 174 102
e 141 223 99
e 142 176 92
e 142 208 105
e 143 144 104
e 143 148 98
e 143 206 105
e 143 236 105
e 143 265 92
e 144 186 103
e 145 229 90
e 145 305 98
e 145 307 98
e 146 233 90
e 146 275 101
e 146 293 101
e 147 178 98
e 148 226 90
e 149 183 103
e 149 230 96
e 149 252 93
e 149 300 107
e 149 318 101
e 150 188 100
e 151 158 104
e 151 317 86
e 153 270 99
e 154 308 96
e 155 206 106
e 155 285 95
e 155 314 99
e 156 296 96
e 156 302 94
e 157 191 105
e 158 169 95
e 158 177 103
e 158 197 101
e 158 231 100
e 158 291 102
e 159 175 98
e 159 296 93
e 160 272 97
e 162 315 92
e 163 320 108
e 164 190 90
e 164 246 104
e 165 195 91
e 165 299 98
e 165 312 103
e 166 193 101
e 166 234 100
e 166 313 96
e 167 215 104
e 167 263 103
e 168 225 97
e 168 243 106
e 169 276 94
e 169 286 100
e 170 262 105
e 170 295 101
e 171 195 94
e 172 187 102
e 172 238 96
e 174 182 102
e 174 308 95
e 176 226 111
e 176 241 95
e 180 290 92
e 180 313 97
e 182 300 99
e 183 261 109
e 183 284 100
e 184 223 107
e 185 225 99
e 186 317 110
e 187 193 99
e 187 276 98
e 188 217 105
e 188 320 101
e 189 212 92
e 189 284 114
e 189 291 96
e 189 304 100
e 189 305 105
e 192 226 113
e 192 316 105
e 193 223 98
e 193 247 91
e 193 272 110
e 194 315 98
e 195 275 103
e 195 281 94
e 196 245 99
e 196 246 95
e 198 249 91
e 199 238 105
e 199 260 97
e 199 263 101
e 199 265 96
e 200 267 100
e 201 226 94
e 201 241 98
e 202 301 98
e 203 242 110
e 204 233 97
e 204 246 100
e 204 312 103
e 205 233 98
e 205 277 94
e 206 229 91
e 207 226 101
e 208 267 98
e 209 239 97
e 209 263 103
e 209 280 95
e 209 288 90
e 210 250 103
e 210 273 94
e 211 232 94
e 213 216 101
e 215 293 97
e 216 230 101
e 216 235 100
e 216 254 97
e 217 310 102
e 218 248 92
e 218 314 104
e 219 249 102
e 219 284 106
e 220 230 96
e 220 298 100
e 222 277 101
e 223 301 107
e 225 274 100
e 227 246 111
e 227 279 104
e 228 244 96
e 229 243 95
e 230 305 104
e 233 286 99
e 233 301 106
e 234 260 96
e 235 242 108
e 235 266 97
e 237 244 95
e 237 248 99
e 237 284 99
e 241 279 100
e 246 292 103
e 247 250 96
e 248 274 100
e 249 250 103
e 249 256 101
e 249 260 101
e 250 283 93
e 251 254 95
e 251 258 99
e 252 264 100
e 253 259 107
e 255 305 104
e 257 273 104
e 257 281 104
e 258 311 100
e 259 280 91
e 259 284 107
e 260 263 102
e 260 313 102
e 262 301 96
e 263 294 106
e 263 315 95
e 264 272 109
e 264 276 105
e 267 293 101
e 268 296 105
e 269 280 96
e 269 299 106
e 274 285 96
e 280 310 94
e 285 288 106
e 285 299 102
e 288 298 99
e 293 305 101
e 294 300 96
e 294 302 92
e 295 310 105
e 295 319 102
e 301 311 105
e 309 319 102
e 311 314 107
e 314 315 97
