DIMACS2
17 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17

p edge 320 480
e 1 27 194
e 1 65 192
e 1 83 204
e 1 119 205
e 1 228 198
e 1 258 202
e 1 262 202
e 1 272 200
e 2 61 199
e 2 195 207
e 3 40 195
e 3 252 208
e 3 253 196
e 4 181 203
e 4 216 206
e 5 243 206
e 5 290 202
e 6 78 207
e 6 115 192
e 6 174 206
e 6 246 200
e 6 283 193
e 7 52 193
e 7 95 201
e 7 172 192
e 7 178 205
e 7 224 200
e 7 248 201
e 7 301 205
e 7 318 202
e 8 133 199
e 9 56 202
e 9 204 203
e 10 220 208
e 10 222 198
e 11 53 199
e 11 77 202
e 11 202 198
e 12 92 208
e 12 200 199
e 13 201 195
e 14 36 195
e 14 69 196
e 14 148 198
e 15 63 216
e 16 164 203
e 17 98 199
e 17 225 191
e 18 69 93
e 18 105 109
e 19 246 98
e 20 242 97
e 21 76 88
e 21 127 101
e 22 47 101
e 22 78 101
e 22 146 97
e 22 192 99
e 22 231 100
e 22 239 96
e 22 264 98
e 22 298 100
e 23 120 99
e 23 200 105
e 24 89 95
e 24 293 93
e 25 102 99
e 25 281 99
e 26 29 100
e 26 95 94
e 26 194 103
e 26 318 101
e 27 123 105
e 27 124 101
e 28 161 95
e 28 165 105
e 30 76 105
e 30 78 95
e 30 165 101
e 31 32 95
e 31 264 100
e 31 304 101
e 32 64 106
e 32 108 99
e 33 146 95
e 33 227 102
e 33 272 105
e 33 301 104
e 34 116 101
e 34 315 101
e 35 50 102
e 35 237 96
e 35 287 92
e 35 319 92
e 36 182 106
e 37 129 103
e 37 258 112
e 38 42 105
e 38 217 94
e 39 63 94
e 39 162 97
e 39 205 96
e 40 52 107
e 40 69 102
e 40 112 107
e 41 55 109
e 41 83 98
e 41 158 96
e 41 313 107
e 42 104 99
e 42 178 103
e 42 194 103
e 42 293 104
e 43 207 98
e 43 314 100
e 44 54 101
e 44 94 94
e 45 56 93
e 45 162 94
e 45 320 106
e 46 176 101
e 46 305 104
e 47 86 96
e 47 207 112
e 48 226 99
e 49 261 104
e 49 262 102
e 50 131 102
e 50 266 95
e 51 98 100
e 51 170 101
e 51 196 99
e 51 305 98
e 52 256 99
e 53 253 100
e 54 68 95
e 54 86 94
e 54 101 100
e 54 220 94
e 55 272 91
e 56 149 101
e 56 175 101
e 56 178 97
e 56 290 99
e 56 315 96
e 57 60 101
e 57 122 104
e 58 135 91
e 59 157 98
e 59 202 98
e 61 70 102
e 61 137 94
e 61 157 95
e 61 210 102
e 62 213 91
e 62 259 102
e 63 138 90
e 63 230 108
e 63 238 98
e 64 72 99
e 65 195 98
e 66 72 91
e 66 81 99
e 66 82 108
e 66 105 97
e 66 162 106
e 66 187 91
e 66 263 99
e 67 130 98
e 67 152 100
e 67 228 97
e 67 277 99
e 68 179 102
e 69 187 92
e 70 182 96
e 70 194 98
e 70 273 92
e 71 195 100
e 71 208 98
e 71 312 100
e 72 98 100
e 72 270 95
e 73 251 95
e 73 272 95
e 74 152 103
e 74 205 100
e 75 125 95
e 75 162 98
e 75 249 98
e 76 200 97
e 76 208 97
e 76 212 106
e 76 217 105
e 77 100 95
e 78 298 100
e 78 310 91
e 79 303 97
e 80 205 89
e 80 215 102
e 81 133 99
e 82 84 88
e 82 272 105
e 83 119 103
e 83 128 100
e 83 269 100
e 84 149 92
e 85 312 99
e 86 156 98
e 87 122 97
e 87 154 100
e 87 279 105
e 88 93 105
e 88 97 98
e 89 163 100
e 89 244 101
e 89 296 107
e 90 160 97
e 90 198 93
e 90 260 93
e 91 202 95
e 91 219 96
e 91 220 97
e 92 154 103
e 93 158 109
e 93 264 100
e 93 272 91
e 94 168 97
e 94 211 94
e 94 212 92
e 95 201 103
e 96 234 100
e 96 245 107
e 96 292 104
e 97 289 105
e 98 189 102
e 98 241 102
e 98 317 107
e 99 267 95
e 99 313 96
e 99 319 96
e 100 172 104
e 100 177 100
e 100 271 105
e 101 173 91
e 102 184 99
e 102 232 91
e 102 282 104
e 103 168 89
e 103 229 101
e 103 273 98
e 103 311 100
e 104 287 100
e 105 185 99
e 106 281 100
e 106 308 100
e 107 286 101
e 108 161 100
e 109 200 95
e 110 176 101
e 110 310 104
e 111 147 101
e 111 162 101
e 111 282 94
e 111 291 89
e 113 120 106
e 113 128 103
e 113 150 101
e 113 194 102
e 114 261 101
e 114 265 104
e 115 127 108
e 115 143 102
e 115 200 98
e 116 180 104
e 117 123 90
e 117 177 98
e 118 166 102
e 118 258 100
e 118 308 100
e 119 170 89
e 120 213 103
e 120 217 108
e 120 220 97
e 120 297 103
e 121 226 101
e 122 137 101
e 122 164 101
e 122 257 86
e 122 286 97
e 124 265 92
e 125 218 100
e 126 288 92
e 128 224 94
e 129 189 100
e 131 152 100
e 131 200 99
e 131 212 96
e 131 229 93
e 131 243 102
e 131 253 96
e 131 284 97
e 132 135 102
e 134 154 95
e 134 213 104
e 134 315 97
e 135 205 94
e 135 244 96
e 135 273 93
e 136 247 91
e 136 259 96
e 136 287 104
e 139 182 97
e 140 274 95
e 141 146 102
e 141 178 105
e 141 268 99
e 141 285 113
e 142 240 106
e 143 275 107
e 144 268 96
e 145 148 97
e 146 171 97
e 146 309 97
e 148 165 104
e 148 235 103
e 148 314 95
e 149 260 101
e 150 184 104
e 150 310 106
e 151 260 103
e 151 290 105
e 151 316 91
e 152 251 98
e 153 282 100
e 153 310 106
e 154 156 105
e 155 251 101
e 155 253 101
e 155 270 110
e 156 212 97
e 156 230 99
e 157 304 107
e 157 309 107
e 159 207 105
e 159 234 101
e 160 276 94
e 160 287 106
e 160 318 93
e 161 162 89
e 161 208 91
e 161 295 100
e 163 190 94
e 163 271 98
e 164 214 100
e 164 270 96
e 164 308 99
e 165 191 98
e 167 257 91
e 167 299 92
e 169 205 96
e 169 238 90
e 170 223 100
e 170 254 101
e 171 317 100
e 172 175 95
e 173 188 99
e 176 185 105
e 176 232 98
e 176 289 95
e 176 318 98
e 177 210 109
e 177 216 100
e 177 280 102
e 177 284 85
e 178 210 105
e 178 311 109
e 179 186 99
e 179 273 96
e 180 215 101
e 181 274 104
e 181 287 97
e 182 281 100
e 182 299 104
e 183 200 95
e 183 299 106
e 186 289 94
e 186 303 110
e 188 244 104
e 188 303 100
e 190 210 90
e 190 215 96
e 190 220 94
e 190 225 95
e 193 205 91
e 195 253 103
e 196 209 101
e 196 304 97
e 197 218 101
e 197 298 99
e 198 227 89
e 199 203 106
e 199 280 97
e 199 286 102
e 199 318 107
e 200 222 106
e 200 300 95
e 202 243 102
e 202 302 83
e 203 302 102
e 204 209 98
e 204 233 101
e 206 225 98
e 206 318 104
e 208 262 95
e 208 312 104
e 208 315 100
e 209 211 93
e 209 303 99
e 210 319 95
e 214 254 102
e 214 297 98
e 216 226 96
e 216 284 100
e 216 306 99
e 217 221 103
e 218 267 101
e 219 263 90
e 219 292 100
e 220 233 105
e 220 236 109
e 220 262 103
e 220 264 103
e 226 293 103
e 228 269 98
e 232 262 97
e 234 280 104
e 235 255 103
e 236 239 103
e 237 315 103
e 238 275 104
e 238 303 103
e 240 286 92
e 241 292 105
e 242 286 101
e 248 284 97
e 249 317 96
e 250 262 101
e 252 258 106
e 253 262 95
e 253 275 95
e 254 258 103
e 254 282 108
e 255 298 97
e 259 264 100
e 259 290 95
e 260 296 96
e 262 277 97
e 262 295 107
e 262 308 91
e 263 299 107
e 263 302 104
e 263 312 100
e 264 299 92
e 265 271 89
e 266 311 105
e 270 283 100
e 270 301 104
e 271 278 97
e 273 279 95
e 274 278 94
e 274 312 95
e 284 311 106
e 288 300 95
e 289 294 101
e 290 316 102
e 291 313 105
e 294 303 103
e 299 318 82
e 305 320 102
e 307 318 101
