DIMACS2
17 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17

p edge 320 480
e 1 52 200
e 1 118 202
e 1 171 204
e 1 250 204
e 1 282 202
e 2 260 204
e 3 106 196
e 3 163 202
e 3 261 201
e 4 79 203
e 5 28 204
e 5 64 208
e 5 216 203
e 5 223 202
e 5 271 197
e 5 287 198
e 6 25 187
e 6 35 195
e 6 48 185
e 6 54 194
e 6 129 201
e 6 168 200
e 6 187 200
e 6 269 203
e 7 79 205
e 7 238 206
e 7 308 199
e 8 80 193
e 8 106 192
e 8 206 200
e 9 90 206
e 9 137 197
e 9 174 201
e 9 186 204
e 9 304 192
e 10 244 199
e 11 43 197
e 11 209 194
e 12 35 194
e 12 73 197
e 12 154 204
e 13 167 200
e 14 52 203
e 14 59 206
e 14 63 199
e 14 70 196
e 14 188 197
e 14 201 190
e 15 26 198
e 15 50 197
e 16 39 194
e 17 132 196
e 17 186 196
e 17 202 199
e 18 205 94
e 18 288 99
e 18 291 94
e 19 184 97
e 19 188 102
e 20 143 110
e 20 170 104
e 20 276 99
e 21 204 102
e 21 316 107
e 22 51 91
e 22 150 104
e 22 218 106
e 22 251 108
e 23 290 95
e 24 140 103
e 25 91 102
e 25 200 100
e 26 132 101
e 26 140 97
e 27 130 99
e 27 191 103
e 28 69 95
e 29 201 97
e 30 183 105
e 30 198 101
e 30 264 103
e 30 284 97
e 31 74 98
e 31 98 100
e 32 186 96
e 32 319 96
e 33 99 94
e 33 310 92
e 34 218 108
e 34 221 101
e 35 43 100
e 35 272 107
e 36 53 97
e 36 103 108
e 36 135 94
e 36 149 107
e 36 258 92
e 37 177 97
e 37 295 104
e 38 59 94
e 38 108 103
e 39 114 104
e 39 243 103
e 39 259 101
e 40 108 102
e 40 143 99
e 41 88 98
e 41 151 99
e 41 180 98
e 41 306 103
e 42 51 104
e 43 98 109
e 43 159 93
e 43 316 90
e 44 82 97
e 44 101 100
e 44 202 101
e 45 110 99
e 45 170 96
e 45 228 108
e 46 53 98
e 46 126 98
e 46 185 100
e 46 239 91
e 46 285 105
e 47 69 104
e 47 130 106
e 47 137 110
e 47 188 94
e 49 132 101
e 49 259 97
e 50 100 95
e 51 65 95
e 51 76 98
e 51 113 100
e 51 135 90
e 51 149 93
e 52 106 94
e 52 126 103
e 52 149 107
e 52 194 101
e 52 259 94
e 52 285 97
e 52 320 101
e 54 157 101
e 54 278 104
e 54 311 105
e 55 169 100
e 55 285 96
e 55 304 102
e 56 180 103
e 56 233 92
e 57 97 94
e 57 206 103
e 58 253 93
e 59 178 101
e 59 204 101
e 60 95 102
e 61 151 98
e 61 228 96
e 61 316 104
e 62 77 98
e 62 88 104
e 62 194 94
e 62 270 101
e 62 293 103
e 63 108 98
e 63 162 94
e 64 122 100
e 64 131 97
e 65 206 94
e 65 210 108
e 66 83 97
e 66 109 99
e 66 283 96
e 67 91 101
e 67 121 104
e 67 156 103
e 67 252 100
e 67 275 104
e 68 188 96
e 70 184 96
e 70 185 98
e 70 218 104
e 70 316 90
e 71 160 100
e 71 248 99
e 72 177 100
e 72 248 92
e 73 149 102
e 73 180 97
e 73 263 103
e 74 150 100
e 75 108 96
e 75 138 103
e 75 297 107
e 76 188 103
e 77 94 92
e 77 131 100
e 78 87 103
e 78 234 102
e 78 287 102
e 79 118 98
e 79 225 101
e 79 272 110
e 80 85 98
e 80 143 91
e 81 251 97
e 82 83 108
e 82 133 92
e 82 320 104
e 83 129 101
e 83 249 96
e 84 111 97
e 84 189 102
e 84 261 96
e 85 169 94
e 85 246 102
e 86 174 102
