DIMACS2
34 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34

p edge 320 1845
e 1 6 301
e 1 24 311
e 1 29 303
e 1 36 195
e 1 83 191
e 1 84 196
e 1 112 204
e 1 120 190
e 1 137 202
e 1 210 197
e 1 223 196
e 1 245 204
e 1 251 204
e 1 253 200
e 1 272 189
e 1 310 198
e 1 314 210
e 2 11 302
e 2 20 301
e 2 21 305
e 2 28 290
e 2 46 196
e 2 82 206
e 2 95 201
e 2 118 198
e 2 122 204
e 2 129 195
e 2 152 199
e 2 164 195
e 2 223 201
e 2 275 197
e 2 281 198
e 2 298 200
e 2 305 206
e 2 309 212
e 3 53 194
e 3 57 193
e 3 142 197
e 3 188 192
e 3 253 204
e 3 278 191
e 4 5 306
e 4 18 303
e 4 40 197
e 4 100 202
e 4 149 195
e 4 168 211
e 4 213 201
e 4 232 200
e 4 241 198
e 4 271 201
e 4 276 200
e 4 300 192
e 4 311 204
e 5 13 299
e 5 28 300
e 5 39 197
e 5 59 194
e 5 76 199
e 5 81 196
e 5 82 188
e 5 128 202
e 5 135 194
e 5 168 195
e 5 169 198
e 5 188 197
e 5 228 201
e 5 230 192
e 5 265 199
e 5 276 200
e 6 72 203
e 6 86 196
e 6 134 200
e 6 145 200
e 6 152 207
e 6 161 205
e 6 166 204
e 6 182 208
e 6 206 195
e 6 216 194
e 6 219 199
e 7 55 201
e 7 60 195
e 7 76 211
e 7 99 193
e 7 104 194
e 7 131 208
e 7 138 200
e 7 156 204
e 7 176 203
e 7 187 201
e 7 203 197
e 7 250 194
e 7 262 193
e 7 277 199
e 8 14 289
e 8 64 203
e 8 90 202
e 8 91 202
e 8 128 200
e 8 158 197
e 8 173 199
e 8 186 198
e 8 218 203
e 8 255 199
e 8 285 205
e 8 310 192
e 9 14 295
e 9 56 204
e 9 61 197
e 9 90 202
e 9 129 195
e 9 193 200
e 9 196 194
e 9 224 197
e 9 225 195
e 9 251 203
e 10 25 293
e 10 49 192
e 10 62 206
e 10 94 203
e 10 112 200
e 10 172 204
e 10 180 197
e 10 240 199
e 10 264 196
e 10 318 201
e 11 28 301
e 11 53 199
e 11 71 204
e 11 73 198
e 11 80 196
e 11 119 193
e 11 170 205
e 11 178 204
e 11 181 195
e 11 229 200
e 11 290 198
e 11 295 202
e 12 17 303
e 12 34 297
e 12 80 198
e 12 103 195
e 12 125 207
e 12 199 202
e 12 220 198
e 12 301 201
e 12 312 200
e 13 14 305
e 13 28 292
e 13 30 300
e 13 76 198
e 13 78 197
e 13 119 204
e 13 141 198
e 13 172 186
e 13 195 208
e 13 278 198
e 14 32 304
e 14 55 198
e 14 64 202
e 14 67 197
e 14 71 198
e 14 95 196
e 14 123 198
e 14 134 198
e 14 143 200
e 14 156 203
e 14 162 201
e 14 258 198
e 14 294 190
e 14 305 189
e 15 29 291
e 15 48 194
e 15 53 193
e 15 73 201
e 15 77 194
e 15 109 193
e 15 133 199
e 15 154 201
e 15 164 194
e 15 187 200
e 15 199 200
e 15 210 202
e 15 239 196
e 15 240 194
e 15 243 204
e 15 312 202
e 16 68 199
e 16 152 189
e 16 193 205
e 16 203 203
e 16 225 197
e 16 258 203
e 16 259 195
e 16 295 198
e 17 38 202
e 17 50 197
e 17 82 203
e 17 117 203
e 17 206 197
e 17 221 201
e 18 56 193
e 18 68 196
e 18 84 199
e 18 102 210
e 18 170 197
e 18 176 204
e 18 207 202
e 18 232 197
e 18 268 190
e 18 283 204
e 19 26 299
e 19 52 198
e 19 59 212
e 19 63 191
e 19 83 207
e 19 86 201
e 19 87 196
e 19 137 197
e 19 161 200
e 19 168 200
e 19 196 196
e 19 313 195
e 19 317 208
e 20 48 199
e 20 53 189
e 20 69 194
e 20 191 193
e 20 231 198
e 20 247 196
e 20 248 199
e 20 267 201
e 20 270 200
e 20 280 204
e 20 283 211
e 20 309 192
e 21 40 194
e 21 57 197
e 21 77 195
e 21 97 197
e 21 116 207
e 21 117 195
e 21 161 197
e 21 207 211
e 21 266 198
e 21 273 197
e 21 276 200
e 21 296 204
e 22 69 200
e 22 132 199
e 22 232 201
e 22 234 195
e 22 256 206
