DIMACS2
34 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34

p edge 320 640
e 1 55 195
e 1 69 201
e 1 139 199
e 1 147 189
e 1 180 194
e 1 196 203
e 1 240 215
e 1 278 212
e 2 87 187
e 2 241 200
e 3 147 184
e 3 182 208
e 3 189 199
e 3 198 206
e 3 225 193
e 3 243 205
e 4 15 302
e 4 36 204
e 4 83 198
e 4 126 197
e 4 194 195
e 5 259 192
e 6 132 205
e 6 152 197
e 6 173 203
e 6 208 195
e 6 258 193
e 7 97 200
e 7 138 202
e 7 260 194
e 8 73 197
e 8 304 192
e 9 138 208
e 9 185 199
e 10 201 201
e 10 274 196
e 10 275 195
e 11 88 195
e 11 221 204
e 11 267 198
e 12 79 207
e 12 159 209
e 13 203 212
e 13 221 197
e 13 279 204
e 14 102 202
e 14 118 193
e 14 191 198
e 14 205 197
e 15 79 195
e 15 308 200
e 16 79 197
e 16 81 203
e 16 253 203
e 17 144 205
e 18 102 205
e 19 128 210
e 19 158 197
e 19 223 206
e 19 241 199
e 20 25 300
e 20 116 206
e 20 184 200
e 20 192 200
e 20 231 196
e 20 276 196
e 21 108 196
e 21 164 194
e 21 208 197
e 21 216 208
e 21 308 205
e 22 36 195
e 22 118 196
e 23 93 194
e 24 65 193
e 24 158 200
e 24 218 201
e 25 42 195
e 25 287 187
e 25 300 196
e 26 51 198
e 26 198 194
e 26 221 203
e 27 172 202
e 27 193 206
e 27 198 200
e 28 29 298
e 28 108 193
e 28 135 206
e 28 182 205
e 28 282 192
e 29 66 204
e 29 268 196
e 29 313 197
e 30 86 190
e 30 179 204
e 30 306 195
e 31 137 199
e 31 206 204
e 31 297 207
e 32 176 212
e 32 184 198
e 33 85 203
e 33 126 194
e 33 312 207
e 34 57 196
e 34 170 211
e 34 190 202
e 35 55 103
e 35 148 97
e 35 249 98
e 36 284 102
e 37 82 95
e 37 203 99
e 38 54 105
e 38 129 96
e 38 240 103
e 38 279 104
e 38 301 102
e 39 150 91
e 39 172 107
e 39 176 96
e 39 191 101
e 39 194 97
e 39 242 108
e 39 267 93
e 39 273 97
e 39 307 96
e 40 91 99
e 40 154 101
e 40 265 99
e 40 296 96
e 40 319 96
e 41 148 104
e 41 151 99
e 41 152 98
e 41 189 104
e 42 153 104
e 42 207 106
e 43 45 101
e 43 168 102
e 43 292 99
e 44 153 100
e 44 287 92
e 45 95 94
e 45 147 86
e 45 201 96
e 45 232 98
e 45 302 101
e 46 126 104
e 46 127 95
e 46 166 102
e 46 256 98
e 46 257 102
e 47 49 96
e 47 51 104
e 48 69 106
e 48 71 100
e 48 89 103
e 48 93 98
e 48 209 108
e 48 258 106
e 48 283 102
e 49 143 101
e 49 176 97
e 49 233 108
e 50 128 87
e 50 140 95
e 51 66 98
e 52 129 106
e 52 133 89
e 52 184 87
e 52 187 104
e 52 196 99
e 52 252 102
e 52 254 103
e 52 272 105
e 53 131 93
e 53 257 98
e 54 99 103
e 54 126 97
e 55 95 95
e 55 130 94
e 55 210 97
e 55 217 96
e 55 241 101
e 56 74 96
e 56 121 98
e 56 209 105
e 57 211 103
e 57 252 101
e 58 84 99
e 58 159 105
e 58 212 97
e 59 93 97
e 59 100 102
e 59 139 96
e 59 240 96
e 59 254 106
e 59 304 103
e 60 223 94
e 61 65 95
e 61 116 102
e 61 281 100
e 62 244 97
e 62 259 88
e 62 294 82
e 62 301 102
e 63 118 96
e 63 278 98
e 64 69 94
e 64 145 99
e 64 160 98
e 64 170 100
e 64 234 98
e 64 237 103
e 64 259 114
e 64 270 103
e 64 302 91
e 65 108 103
e 65 248 91
e 65 268 98
e 65 311 96
e 66 160 106
e 66 164 94
e 66 189 95
e 66 201 96
e 66 266 95
e 66 286 92
