DIMACS2
80 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40
 41
 42
 43
 44
 45 46
 47
 48
 49
 50
 51
 52
 53
 54
 55
 56
 57
 58
 59
 60 61
 62
 63
 64
 65
 66
 67
 68
 69
 70
 71
 72
 73
 74
 75 76
 77
 78
 79
 80

p edge 320 640
e 1 27 309
e 1 49 296
e 1 73 295
e 1 175 200
e 1 193 205
e 1 194 195
e 1 209 203
e 1 259 195
e 2 28 292
e 2 300 200
e 2 307 196
e 3 46 297
e 3 65 290
e 3 77 295
e 3 87 197
e 3 111 192
e 4 76 307
e 4 153 206
e 4 164 205
e 4 180 196
e 4 232 190
e 4 240 201
e 5 15 304
e 5 29 303
e 5 161 202
e 5 239 193
e 5 307 195
e 5 309 203
e 6 29 288
e 6 66 300
e 6 121 201
e 6 130 195
e 7 17 294
e 7 76 301
e 7 279 198
e 7 318 194
e 8 95 200
e 8 183 198
e 9 28 302
e 9 113 201
e 9 133 195
e 9 251 198
e 9 261 197
e 10 49 311
e 10 264 195
e 10 270 205
e 11 284 198
e 11 287 193
e 11 311 200
e 12 70 298
e 12 84 195
e 12 85 193
e 12 176 205
e 12 194 203
e 12 269 202
e 12 318 196
e 13 36 301
e 13 57 299
e 13 108 202
e 13 113 195
e 14 121 206
e 14 271 202
e 14 291 197
e 15 53 294
e 15 213 197
e 15 215 201
e 15 310 190
e 16 44 293
e 16 117 195
e 16 132 203
e 16 285 200
e 17 65 300
e 17 102 197
e 17 203 204
e 18 39 297
e 18 72 294
e 18 161 203
e 18 262 212
e 19 73 293
e 19 87 200
e 19 100 202
e 19 247 193
e 19 309 204
e 20 29 294
e 20 227 201
e 20 232 202
e 21 179 198
e 21 271 202
e 22 54 311
e 22 127 202
e 22 149 195
e 23 67 299
e 23 157 204
e 23 186 196
e 24 122 196
e 24 250 201
e 25 135 198
e 25 203 200
e 25 217 203
e 25 239 201
e 26 112 201
e 26 267 199
e 27 34 306
e 27 38 298
e 27 80 298
e 27 293 196
e 28 49 297
e 28 150 203
e 29 36 305
e 29 50 297
e 29 91 193
e 29 160 198
e 29 209 198
e 29 230 202
e 29 248 202
e 29 254 207
e 30 37 291
e 30 46 298
e 30 150 202
e 30 263 205
e 31 39 295
e 31 52 296
e 31 57 299
e 31 67 300
e 31 82 193
e 31 258 198
e 32 73 299
e 32 122 194
e 32 195 192
e 32 236 198
e 33 137 202
e 33 175 199
e 34 52 296
e 34 113 189
e 35 110 210
e 36 42 305
e 36 122 185
e 36 136 197
e 36 171 202
e 36 208 209
e 36 209 207
e 36 221 201
e 36 240 195
e 36 292 201
e 36 299 198
e 36 300 200
e 37 137 194
e 37 143 201
e 37 165 203
e 37 283 200
e 38 61 304
e 38 84 196
e 38 114 193
e 38 143 192
e 38 267 200
e 39 225 207
e 40 68 298
e 40 174 195
e 41 72 303
e 41 74 305
e 41 233 204
e 41 241 205
e 41 309 198
e 42 89 197
e 42 226 200
e 42 229 205
e 42 235 203
e 42 283 196
e 43 51 306
e 43 84 201
e 43 126 203
e 43 268 204
e 43 315 203
e 44 200 201
e 44 208 189
e 44 219 207
e 44 287 193
e 45 156 197
e 45 205 199
e 46 151 209
e 46 204 202
e 46 209 204
e 47 241 206
e 47 267 197
e 47 276 209
e 47 298 195
e 48 107 193
e 48 111 192
e 48 199 202
e 48 294 198
e 49 226 203
e 49 316 195
e 50 182 196
e 50 184 196
e 50 289 202
e 50 312 208
e 51 59 302
e 51 162 198
e 51 233 204
e 51 256 202
e 51 282 195
e 51 308 205
e 52 76 302
e 52 103 194
e 52 131 204
e 52 180 194
e 52 187 201
e 52 286 197
e 52 299 198
e 53 134 191
e 53 142 200
e 53 223 203
e 54 294 205
e 55 185 196
e 56 211 195
e 56 305 203
e 57 139 201
e 57 199 201
e 57 228 190
e 57 260 198
e 57 272 198
e 58 187 194
e 58 268 197
e 59 90 191
e 59 143 200
e 59 164 196
e 59 191 198
e 59 217 188
e 60 180 194
e 60 197 208
e 61 198 202
e 61 219 193
e 62 76 308
e 62 270 197
e 63 122 211
e 63 136 199
e 63 208 190
e 63 282 202
e 64 82 197
e 64 115 194
e 64 207 202
e 64 258 201
e 64 307 203
e 65 164 197
e 65 186 197
e 65 252 197
e 66 96 195
e 66 128 199
e 66 253 202
e 66 317 195
e 67 107 203
e 67 108 195
e 68 153 195
e 69 81 201
e 69 156 196
e 69 159 204
e 69 165 200
e 69 301 207
e 70 97 192
e 70 134 193
e 70 202 194
e 70 258 202
e 70 274 205
e 70 311 198
e 71 94 194
e 71 284 202
e 71 316 204
e 72 281 191
e 72 290 206
e 73 180 194
e 73 196 202
e 73 210 203
e 74 201 214
e 74 250 201
e 75 209 202
e 76 280 201
e 78 212 199
e 78 267 202
e 78 306 193
e 79 173 197
e 79 262 198
e 80 248 196
e 80 300 195
e 81 106 89
e 81 221 89
e 82 104 93
e 83 134 103
e 83 136 99
e 83 141 109
e 83 234 97
e 83 260 102
e 84 123 104
e 84 176 100
e 84 183 101
e 84 184 95
e 84 188 101
e 85 303 98
e 86 115 103
e 86 117 98
e 86 172 96
e 87 205 95
e 87 262 95
e 88 207 101
e 88 218 93
e 88 232 100
e 90 126 106
e 90 155 98
e 91 212 91
e 91 221 107
e 91 249 94
e 91 305 103
e 92 121 99
e 92 152 99
e 92 208 97
e 92 271 102
e 92 288 98
e 92 290 99
e 93 222 102
e 94 108 101
e 94 111 105
e 94 124 100
e 95 270 95
e 95 292 101
e 96 206 96
e 96 236 101
e 96 238 99
e 96 298 100
e 97 314 106
e 98 100 99
e 98 301 105
e 99 130 101
e 99 313 105
e 100 256 90
e 101 123 90
e 101 251 93
e 102 161 101
e 102 188 102
e 102 240 99
e 103 151 101
e 103 169 99
e 103 175 102
e 103 177 98
e 103 283 101
e 104 178 109
e 104 290 107
e 105 132 101
e 105 154 96
e 105 193 101
e 105 242 95
e 106 191 92
e 106 205 94
e 106 209 103
e 107 193 97
e 107 203 95
e 107 263 101
e 107 295 96
e 109 129 96
e 109 157 87
e 109 238 103
e 109 280 92
e 110 144 99
e 110 190 93
e 110 205 99
e 111 184 97
e 111 209 102
e 112 264 101
e 113 131 98
e 113 199 87
e 114 228 95
e 115 123 99
e 116 124 92
e 116 214 99
e 116 236 96
e 116 252 100
e 116 302 97
e 117 202 95
e 117 239 96
e 117 244 103
e 117 250 97
e 117 312 98
e 117 317 94
e 117 319 104
e 118 170 101
e 119 150 94
e 119 161 101
e 119 201 92
e 119 211 96
e 119 223 91
e 119 257 103
e 119 293 100
e 120 177 103
e 120 225 102
e 121 163 98
e 121 172 104
e 121 220 99
e 121 247 108
e 122 297 102
e 123 130 96
e 124 161 98
e 125 146 91
e 125 194 106
e 125 200 104
e 125 214 108
e 125 234 99
e 126 166 96
e 126 271 84
e 127 224 98
e 128 151 107
e 128 280 96
e 128 317 101
e 129 144 98
e 129 217 101
e 129 277 100
e 129 312 104
e 130 182 103
e 130 309 95
e 131 185 103
e 131 217 105
e 131 298 96
e 131 304 94
e 132 176 97
e 132 251 92
e 133 173 97
e 133 185 95
e 133 285 99
e 134 237 94
e 134 248 101
e 134 278 101
e 135 140 98
e 135 183 103
e 135 189 103
e 135 290 92
e 135 295 94
e 136 255 97
e 136 276 94
