DIMACS2
34 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34

p edge 320 1845
e 1 12 286
e 1 17 295
e 1 18 298
e 1 40 193
e 1 76 202
e 1 109 206
e 1 115 199
e 1 126 203
e 1 143 198
e 1 148 195
e 1 175 204
e 1 190 196
e 1 191 193
e 1 196 195
e 1 230 210
e 1 231 192
e 1 238 189
e 1 263 204
e 1 296 195
e 1 306 204
e 2 85 194
e 2 96 193
e 2 114 195
e 2 128 199
e 2 130 204
e 2 135 188
e 2 146 200
e 2 190 200
e 2 210 209
e 3 6 295
e 3 23 299
e 3 113 208
e 3 117 198
e 3 133 202
e 3 178 207
e 3 180 201
e 3 188 203
e 3 193 190
e 3 224 204
e 3 231 206
e 3 256 200
e 3 268 201
e 3 279 204
e 4 34 293
e 4 76 194
e 4 77 195
e 4 82 196
e 4 88 208
e 4 188 208
e 4 215 202
e 4 221 201
e 4 229 193
e 4 264 202
e 4 268 202
e 5 55 203
e 5 83 196
e 5 102 203
e 5 126 196
e 5 132 198
e 5 165 202
e 5 222 201
e 5 234 188
e 5 268 190
e 5 302 204
e 5 319 196
e 6 15 295
e 6 74 197
e 6 78 203
e 6 80 203
e 6 92 199
e 6 113 205
e 6 128 198
e 6 178 194
e 6 211 204
e 6 228 192
e 6 230 195
e 6 244 195
e 6 270 199
e 6 288 203
e 6 308 190
e 7 71 201
e 7 116 204
e 7 144 201
e 7 171 191
e 7 252 196
e 7 266 194
e 8 35 185
e 8 47 202
e 8 73 204
e 8 118 204
e 8 127 206
e 8 150 194
e 8 161 190
e 8 164 203
e 8 173 206
e 8 183 196
e 8 190 199
e 8 204 206
e 8 207 197
e 8 246 198
e 8 257 198
e 8 259 203
e 9 63 198
e 9 70 202
e 9 143 206
e 9 149 207
e 9 210 205
e 9 263 202
e 10 67 201
e 10 81 195
e 10 92 195
e 10 96 199
e 10 105 200
e 10 116 202
e 10 131 195
e 10 181 203
e 10 182 197
e 10 188 207
e 10 192 206
e 10 253 206
e 10 265 204
e 10 284 198
e 11 45 200
e 11 91 193
e 11 133 194
e 11 163 202
e 11 180 194
e 11 221 202
e 11 234 199
e 11 282 198
e 12 19 301
e 12 123 209
e 12 129 198
e 12 136 204
e 12 182 201
e 12 183 205
e 12 207 200
e 12 219 201
e 12 263 194
e 12 286 208
e 12 301 187
e 12 304 202
e 12 311 199
e 12 313 203
e 13 30 298
e 13 37 200
e 13 48 196
e 13 69 197
e 13 93 208
e 13 117 202
e 13 142 204
e 13 199 201
e 13 204 202
e 13 232 206
e 13 240 191
e 13 250 207
e 13 272 196
e 13 290 202
e 14 44 200
e 14 51 202
e 14 58 203
e 14 66 204
e 14 95 209
e 14 106 204
e 14 177 204
e 14 181 194
e 14 194 198
e 14 241 203
e 14 243 199
e 14 290 204
e 14 302 206
e 15 18 301
e 15 27 301
e 15 28 306
e 15 65 201
e 15 92 190
e 15 201 195
e 15 244 204
e 15 283 193
e 15 295 196
e 15 309 205
e 16 116 203
e 16 123 198
e 16 161 202
e 16 168 211
e 16 177 207
e 16 198 205
e 16 295 195
e 16 316 203
e 17 45 197
e 17 47 200
e 17 95 196
e 17 133 203
e 17 177 195
e 17 206 201
e 17 229 202
e 17 235 193
e 17 261 194
e 17 303 204
e 17 318 188
e 18 69 204
e 18 72 215
e 18 94 202
e 18 96 201
e 18 100 197
e 18 132 200
e 18 151 201
e 18 173 207
e 18 196 192
e 18 212 204
e 18 305 192
e 18 308 199
e 19 31 301
e 19 96 208
e 19 97 202
e 19 101 199
e 19 117 202
e 19 183 199
e 19 184 197
e 19 201 202
e 19 278 193
e 20 47 195
e 20 55 200
e 20 103 205
e 20 116 203
e 20 120 192
e 20 157 203
e 20 202 201
e 20 251 194
e 20 270 192
e 20 306 198
e 21 37 199
e 21 58 188
e 21 150 201
e 21 157 206
e 21 159 198
e 21 168 193
e 21 176 191
e 21 220 196
e 22 28 299
e 22 142 200
e 22 145 194
e 22 154 196
e 22 182 195
e 22 185 193
e 22 253 202
