DIMACS2
80 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40
 41
 42
 43
 44
 45 46
 47
 48
 49
 50
 51
 52
 53
 54
 55
 56
 57
 58
 59
 60 61
 62
 63
 64
 65
 66
 67
 68
 69
 70
 71
 72
 73
 74
 75 76
 77
 78
 79
 80

p edge 320 1845
e 1 5 295
e 1 18 299
e 1 19 296
e 1 22 294
e 1 50 304
e 1 92 202
e 1 95 194
e 1 108 201
e 1 110 199
e 1 138 209
e 1 141 198
e 1 161 202
e 1 173 196
e 1 203 204
e 1 243 200
e 1 254 196
e 1 256 202
e 1 259 196
e 1 267 206
e 1 275 207
e 2 50 301
e 2 70 300
e 2 73 299
e 2 95 201
e 2 99 203
e 2 124 199
e 2 130 196
e 2 137 198
e 2 146 193
e 2 198 201
e 2 201 199
e 2 213 201
e 2 249 193
e 2 314 203
e 3 4 305
e 3 5 297
e 3 6 294
e 3 85 203
e 3 188 201
e 3 254 199
e 3 291 195
e 3 295 197
e 4 11 293
e 4 44 291
e 4 47 303
e 4 54 296
e 4 73 302
e 4 107 199
e 4 123 204
e 4 133 201
e 4 142 206
e 4 162 204
e 4 164 205
e 4 167 201
e 4 176 203
e 4 210 205
e 4 222 194
e 4 246 202
e 4 256 194
e 4 269 196
e 5 42 298
e 5 91 194
e 5 92 200
e 5 101 197
e 5 121 203
e 5 164 214
e 5 181 200
e 5 224 201
e 5 227 198
e 5 278 199
e 5 297 202
e 6 40 306
e 6 96 203
e 6 134 201
e 6 205 202
e 6 229 202
e 6 239 201
e 6 268 202
e 6 313 201
e 7 14 303
e 7 16 300
e 7 114 201
e 7 124 203
e 7 148 193
e 7 157 201
e 7 247 202
e 7 295 203
e 8 16 299
e 8 19 306
e 8 27 295
e 8 33 290
e 8 46 305
e 8 88 193
e 8 105 201
e 8 123 201
e 8 169 196
e 8 171 190
e 8 182 202
e 8 223 197
e 8 226 195
e 8 249 196
e 8 251 196
e 8 265 202
e 8 267 197
e 8 268 201
e 8 277 199
e 8 288 199
e 8 320 199
e 9 35 297
e 9 45 291
e 9 126 203
e 9 216 195
e 9 245 198
e 9 270 197
e 9 296 206
e 9 304 207
e 9 306 207
e 10 27 305
e 10 36 300
e 10 67 300
e 10 72 288
e 10 85 207
e 10 109 194
e 10 150 204
e 10 155 195
e 10 160 198
e 10 198 199
e 11 41 298
e 11 44 297
e 11 59 300
e 11 70 295
