DIMACS2
40 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40

p edge 160 2544
e 1 5 307
e 1 7 298
e 1 15 301
e 1 18 305
e 1 19 297
e 1 21 302
e 1 25 296
e 1 27 300
e 1 30 297
e 1 40 303
e 1 41 190
e 1 44 200
e 1 50 198
e 1 53 211
e 1 58 198
e 1 59 199
e 1 61 200
e 1 64 200
e 1 71 199
e 1 77 205
e 1 80 197
e 1 81 198
e 1 84 198
e 1 87 204
e 1 88 197
e 1 90 201
e 1 92 192
e 1 99 193
e 1 100 194
e 1 112 198
e 1 115 201
e 1 120 196
e 1 124 201
e 1 126 201
e 1 131 200
e 1 133 202
e 1 135 204
e 1 137 202
e 1 139 193
e 1 140 193
e 1 141 205
e 1 153 198
e 1 154 191
e 2 3 291
e 2 13 299
e 2 20 296
e 2 21 305
e 2 22 294
e 2 28 301
e 2 34 294
e 2 36 303
e 2 40 301
e 2 45 202
e 2 51 199
e 2 57 205
e 2 59 201
e 2 64 199
e 2 68 199
e 2 82 208
e 2 85 209
e 2 86 205
e 2 88 205
e 2 113 184
e 2 115 202
e 2 120 203
e 2 126 197
e 2 127 203
e 2 130 198
e 2 134 198
e 2 136 197
e 2 137 189
e 2 139 195
e 2 140 192
e 2 147 199
e 2 149 205
e 2 151 194
e 2 152 199
e 2 153 201
e 2 157 195
e 2 158 202
e 3 11 298
e 3 20 300
e 3 23 307
e 3 25 301
e 3 26 302
e 3 29 302
e 3 30 300
e 3 41 193
e 3 56 201
e 3 61 193
e 3 66 199
e 3 69 199
e 3 72 203
e 3 82 200
e 3 90 197
e 3 94 201
e 3 95 198
e 3 105 192
e 3 111 200
e 3 118 200
e 3 122 196
e 3 124 202
e 3 130 194
e 3 134 200
e 3 140 200
e 3 143 197
e 3 150 192
e 4 13 296
e 4 15 294
e 4 18 287
e 4 36 296
e 4 37 295
e 4 38 304
e 4 39 299
e 4 43 193
e 4 48 199
e 4 52 193
e 4 56 198
e 4 62 202
e 4 63 201
e 4 66 208
e 4 69 197
e 4 76 201
e 4 86 202
e 4 91 199
e 4 93 202
e 4 95 203
e 4 98 199
e 4 104 204
e 4 105 203
e 4 109 191
e 4 113 199
e 4 118 205
e 4 122 202
e 4 123 209
e 4 125 198
e 4 130 203
e 4 132 204
e 4 134 194
e 4 141 187
e 4 143 199
e 4 146 210
e 4 149 202
e 5 14 303
e 5 19 308
e 5 20 297
e 5 29 300
e 5 35 300
e 5 40 300
e 5 42 197
e 5 47 194
e 5 50 200
e 5 51 202
e 5 57 200
e 5 59 192
e 5 60 200
e 5 66 203
e 5 69 198
e 5 71 198
e 5 75 211
e 5 78 197
e 5 79 201
e 5 80 199
e 5 82 197
e 5 93 204
e 5 98 214
e 5 109 202
e 5 111 198
e 5 115 197
e 5 123 201
e 5 133 192
e 5 137 193
e 5 139 199
e 5 140 199
e 5 143 205
e 5 146 196
e 5 151 203
e 5 154 196
e 5 155 197
e 5 157 206
e 6 7 300
e 6 10 291
e 6 23 302
e 6 26 286
e 6 27 291
e 6 36 298
e 6 42 201
e 6 44 200
e 6 46 207
e 6 51 197
e 6 52 202
e 6 58 192
e 6 61 199
e 6 67 194
e 6 76 201
e 6 80 198
e 6 82 205
e 6 96 200
e 6 98 194
e 6 108 209
e 6 119 199
e 6 124 195
e 6 127 202
e 6 149 202
e 7 8 297
e 7 10 305
e 7 11 306
e 7 12 300
e 7 13 303
e 7 17 307
e 7 18 299
e 7 25 298
e 7 27 304
e 7 33 298
e 7 36 296
e 7 49 197
e 7 50 201
e 7 51 196
e 7 53 198
e 7 57 194
e 7 60 191
e 7 61 202
e 7 63 205
e 7 64 194
e 7 71 198
e 7 76 201
e 7 77 193
e 7 81 194
e 7 102 199
e 7 106 199
e 7 112 191
e 7 115 200
e 7 117 200
e 7 121 204
e 7 122 205
e 7 130 201
e 7 135 195
e 7 153 202
e 8 11 298
e 8 13 295
e 8 18 302
e 8 21 301
e 8 29 294
e 8 31 297
e 8 40 301
e 8 45 194
e 8 48 204
e 8 52 204
e 8 58 194
e 8 64 201
e 8 68 193
e 8 89 209
e 8 90 203
e 8 92 198
e 8 93 199
e 8 99 203
e 8 108 201
e 8 109 204
e 8 112 206
e 8 113 196
e 8 115 207
e 8 122 210
e 8 123 201
e 8 124 193
e 8 127 204
e 8 129 206
e 8 136 199
e 8 142 203
e 8 147 196
e 9 12 299
e 9 16 300
e 9 19 297
e 9 20 296
e 9 34 292
e 9 41 207
e 9 43 195
e 9 45 197
e 9 49 197
e 9 50 205
e 9 59 191
e 9 66 201
e 9 72 196
e 9 77 192
e 9 78 197
e 9 83 197
e 9 86 192
e 9 88 204
e 9 90 203
e 9 103 205
e 9 105 200
e 9 109 206
e 9 113 203
e 9 116 203
e 9 118 200
e 9 124 211
e 9 126 204
e 9 127 197
e 9 130 199
e 9 132 200
e 9 138 198
e 9 143 199
e 9 148 201
e 9 158 198
e 10 11 303
e 10 12 306
e 10 14 298
e 10 23 296
e 10 25 300
e 10 31 306
e 10 42 198
e 10 43 200
e 10 47 200
e 10 55 203
e 10 56 198
e 10 60 201
e 10 63 199
e 10 77 199
e 10 78 203
e 10 80 198
e 10 90 201
e 10 95 205
e 10 128 198
e 10 135 207
e 10 137 202
e 10 145 200
e 10 153 201
e 10 156 201
e 10 157 194
e 10 160 202
e 11 12 293
e 11 15 296
e 11 16 301
e 11 24 295
e 11 30 300
e 11 34 298
e 11 38 302
e 11 46 197
e 11 47 198
e 11 48 202
e 11 57 192
e 11 72 193
e 11 76 196
e 11 88 205
e 11 96 199
e 11 98 206
e 11 105 195
e 11 120 202
e 11 122 200
e 11 123 199
e 11 129 198
e 11 132 211
e 11 134 201
e 11 141 196
e 11 144 183
e 11 146 194
e 11 147 201
e 11 150 195
e 11 152 205
e 11 156 194
e 12 18 303
e 12 27 290
e 12 33 295
e 12 40 306
e 12 44 197
e 12 58 198
e 12 67 193
e 12 71 201
e 12 72 197
e 12 77 209
e 12 85 193
e 12 86 199
e 12 90 192
e 12 92 202
e 12 95 204
e 12 98 206
e 12 111 193
e 12 116 197
e 12 118 193
e 12 120 203
e 12 124 199
e 12 126 197
e 12 130 201
e 12 132 211
e 12 133 203
e 12 136 199
e 12 145 198
e 12 151 200
e 12 155 198
e 12 156 192
e 12 157 203
e 13 15 299
e 13 20 298
e 13 29 298
e 13 34 305
e 13 37 299
e 13 43 200
e 13 45 195
e 13 49 197
e 13 52 204
e 13 56 204
e 13 68 206
e 13 69 198
e 13 73 200
e 13 75 203
e 13 80 204
e 13 84 204
e 13 96 197
e 13 100 204
e 13 103 200
e 13 106 193
e 13 109 202
e 13 110 194
e 13 113 197
e 13 121 199
e 13 123 204
e 13 127 198
e 13 131 193
e 13 137 204
e 13 138 199
e 13 139 202
e 13 141 198
e 13 147 198
e 13 150 200
e 13 156 194
e 14 15 303
e 14 17 293
