DIMACS2
40 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40

p edge 160 2544
e 1 2 295
e 1 3 308
e 1 7 303
e 1 11 305
e 1 12 304
e 1 13 300
e 1 16 291
e 1 17 297
e 1 18 295
e 1 32 300
e 1 33 298
e 1 36 296
e 1 37 296
e 1 38 296
e 1 40 295
e 1 55 201
e 1 57 202
e 1 66 205
e 1 75 198
e 1 78 195
e 1 83 202
e 1 88 202
e 1 91 199
e 1 97 201
e 1 99 196
e 1 102 199
e 1 103 193
e 1 105 197
e 1 109 195
e 1 112 202
e 1 117 198
e 1 118 198
e 1 121 199
e 1 122 197
e 1 128 201
e 1 133 207
e 1 136 205
e 1 138 198
e 1 139 202
e 1 148 208
e 1 151 204
e 1 152 194
e 1 156 194
e 2 5 293
e 2 8 301
e 2 17 300
e 2 19 302
e 2 21 299
e 2 23 302
e 2 29 302
e 2 35 307
e 2 37 297
e 2 41 199
e 2 49 186
e 2 51 201
e 2 56 199
e 2 68 198
e 2 72 204
e 2 83 212
e 2 84 193
e 2 89 207
e 2 96 195
e 2 97 189
e 2 102 190
e 2 104 199
e 2 105 201
e 2 108 204
e 2 109 197
e 2 119 188
e 2 136 197
e 2 143 204
e 2 144 203
e 2 149 194
e 2 154 200
e 2 156 192
e 2 158 199
e 2 159 198
e 2 160 204
e 3 6 303
e 3 34 298
e 3 36 307
e 3 40 292
e 3 44 193
e 3 48 196
e 3 61 205
e 3 67 208
e 3 76 200
e 3 83 204
e 3 84 204
e 3 92 201
e 3 99 197
e 3 102 205
e 3 116 199
e 3 118 197
e 3 120 198
e 3 121 210
e 3 122 194
e 3 127 201
e 3 144 194
e 3 147 192
e 3 153 204
e 4 10 296
e 4 18 296
e 4 20 308
e 4 32 299
e 4 35 300
e 4 44 193
e 4 52 195
e 4 57 200
e 4 61 203
e 4 66 198
e 4 72 202
e 4 75 204
e 4 77 198
e 4 78 199
e 4 81 205
e 4 92 199
e 4 102 194
e 4 121 205
e 4 125 195
e 4 128 205
e 4 149 206
e 4 150 204
e 4 157 198
e 5 11 300
e 5 17 300
e 5 22 295
e 5 33 297
e 5 48 197
e 5 50 189
e 5 54 196
e 5 56 198
e 5 59 191
e 5 71 200
e 5 75 196
e 5 91 200
e 5 95 202
e 5 102 200
e 5 113 196
e 5 129 196
e 5 130 203
e 5 131 200
e 5 136 198
e 5 137 193
e 5 142 201
e 5 143 194
e 5 144 205
e 5 149 207
e 5 160 209
e 6 16 302
e 6 17 291
e 6 21 299
e 6 29 296
e 6 38 292
e 6 47 199
e 6 59 203
e 6 65 194
e 6 69 198
e 6 70 205
e 6 83 194
e 6 88 193
e 6 89 200
e 6 93 191
e 6 94 204
e 6 95 206
e 6 102 203
e 6 105 202
e 6 106 197
e 6 107 195
e 6 109 196
e 6 112 196
e 6 115 196
e 6 119 198
e 6 122 201
e 6 123 189
e 6 124 205
e 6 127 193
e 6 128 197
e 6 129 202
e 6 136 196
e 6 137 202
e 6 141 203
e 6 143 199
e 6 148 198
e 6 155 199
e 7 13 303
e 7 19 295
e 7 23 298
e 7 33 298
e 7 34 295
e 7 44 201
e 7 51 193
e 7 53 194
e 7 57 196
e 7 59 202
e 7 66 206
e 7 69 195
e 7 74 189
e 7 79 199
e 7 81 192
e 7 83 203
e 7 90 202
e 7 103 198
e 7 104 204
e 7 109 202
e 7 110 195
e 7 121 202
e 7 123 209
e 7 128 200
e 7 134 198
e 7 135 212
e 7 138 196
e 7 140 204
e 7 141 200
e 7 150 198
e 7 159 198
e 8 13 290
e 8 20 301
e 8 28 297
e 8 32 303
e 8 34 299
e 8 36 299
e 8 46 195
e 8 53 197
e 8 56 199
e 8 70 200
e 8 71 202
e 8 73 198
e 8 78 192
e 8 79 202
e 8 82 201
e 8 85 197
e 8 88 193
e 8 93 199
e 8 94 196
e 8 101 207
e 8 102 197
e 8 107 193
e 8 108 203
e 8 109 195
e 8 116 199
e 8 119 190
e 8 134 201
e 8 135 203
e 8 141 196
e 8 149 198
e 8 155 201
e 8 159 199
e 9 15 304
e 9 21 304
e 9 22 298
e 9 26 296
e 9 37 304
e 9 40 301
e 9 44 208
e 9 55 206
e 9 62 202
e 9 67 190
e 9 69 199
e 9 74 196
e 9 77 202
e 9 82 208
e 9 85 198
e 9 86 195
e 9 90 200
e 9 108 197
e 9 109 197
e 9 113 200
e 9 116 194
e 9 136 203
e 9 138 190
e 9 139 198
e 9 140 200
e 9 147 197
e 9 149 201
e 9 154 197
e 10 12 292
e 10 22 297
e 10 23 294
e 10 27 299
e 10 28 301
e 10 31 301
e 10 36 307
e 10 41 206
e 10 47 197
e 10 50 202
e 10 51 206
e 10 68 202
e 10 69 196
e 10 77 197
e 10 83 191
e 10 88 200
e 10 101 202
e 10 102 202
e 10 110 196
e 10 116 191
e 10 121 194
e 10 122 196
e 10 131 204
e 10 132 204
e 10 134 196
e 10 135 203
e 10 138 200
e 10 142 196
e 10 148 208
e 10 150 200
e 10 153 209
e 11 15 301
e 11 16 307
e 11 19 303
e 11 21 302
e 11 43 207
e 11 45 209
e 11 54 198
e 11 56 203
e 11 63 201
e 11 66 203
e 11 75 193
e 11 86 203
e 11 88 205
e 11 92 199
e 11 93 208
e 11 95 200
e 11 104 196
e 11 110 197
e 11 111 201
e 11 114 191
e 11 116 200
e 11 124 195
e 11 129 202
e 11 139 198
e 11 142 200
e 11 147 202
e 11 155 200
e 12 17 301
e 12 19 306
e 12 20 296
e 12 22 295
e 12 24 300
e 12 33 295
e 12 39 298
e 12 42 203
e 12 44 197
e 12 46 197
e 12 50 200
e 12 57 194
e 12 59 194
e 12 61 191
e 12 63 201
e 12 68 200
e 12 69 193
e 12 75 202
e 12 76 192
e 12 87 195
e 12 97 205
e 12 100 206
e 12 106 196
e 12 108 193
e 12 112 185
e 12 113 198
e 12 119 196
e 12 122 198
e 12 126 199
e 12 127 199
e 12 132 199
e 12 137 206
e 12 141 202
e 12 143 202
e 12 148 197
e 12 151 198
e 12 154 189
e 12 155 200
e 12 160 207
e 13 18 290
e 13 23 302
e 13 35 296
e 13 41 196
e 13 42 199
e 13 52 196
e 13 63 196
e 13 64 189
e 13 69 203
e 13 76 202
e 13 77 203
e 13 79 199
e 13 91 195
e 13 98 204
e 13 106 201
e 13 107 201
e 13 113 196
e 13 118 209
e 13 122 202
e 13 124 195
e 13 136 202
e 13 146 206
e 13 149 197
e 13 151 201
e 13 157 195
e 13 159 207
e 14 15 297
e 14 20 302
e 14 32 305
e 14 36 297
e 14 41 198
e 14 52 198
e 14 56 199
e 14 58 199
e 14 66 199
e 14 67 203
e 14 68 208
e 14 69 201
e 14 70 200
e 14 71 198
e 14 72 200
e 14 86 208
e 14 95 196
e 14 98 195
e 14 111 206
e 14 117 196
e 14 118 195
e 14 123 200
e 14 132 200
e 14 136 194
e 14 138 194
e 14 143 202
e 14 146 210
