DIMACS2
40 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24
 25
 26
 27
 28
 29
 30 31
 32
 33
 34
 35
 36
 37
 38
 39
 40

p edge 160 240
e 1 5 294
e 1 25 305
e 1 27 297
e 1 64 194
e 1 80 200
e 1 98 194
e 1 99 199
e 2 151 202
e 3 36 302
e 4 94 206
e 4 158 201
e 5 30 292
e 5 81 201
e 5 160 197
e 6 13 295
e 6 152 193
e 7 9 300
e 7 81 193
e 8 34 305
e 8 38 302
e 8 83 209
e 9 141 207
e 9 158 203
e 10 50 195
e 10 105 201
e 11 14 298
e 11 25 302
e 11 68 205
e 11 86 210
e 11 93 204
e 11 97 202
e 11 98 200
e 11 135 196
e 12 16 304
e 13 14 291
e 13 37 315
e 13 48 194
e 14 79 202
e 14 86 185
e 14 133 201
e 14 136 197
e 15 40 299
e 15 51 194
e 16 80 199
e 16 143 201
e 17 93 197
e 17 102 204
e 17 122 185
e 18 79 194
e 19 151 205
e 20 84 203
e 21 43 214
e 21 51 206
e 21 70 199
e 22 67 196
e 22 128 193
e 22 138 199
e 22 144 195
e 23 160 199
e 24 121 204
e 24 128 198
e 24 152 195
e 25 34 298
e 25 53 198
e 25 80 200
e 25 109 199
e 25 137 207
e 26 33 301
e 26 34 296
e 26 77 206
e 27 159 201
e 28 31 292
e 29 40 297
e 29 59 196
e 29 69 202
e 29 86 196
e 29 122 205
e 30 116 194
e 30 119 201
e 30 155 197
e 31 93 203
e 31 112 190
e 32 98 197
e 32 134 199
e 33 54 203
e 33 88 203
e 33 96 198
e 34 63 197
e 34 82 197
e 34 85 203
e 35 58 202
e 35 101 205
e 35 129 187
e 35 137 204
e 35 151 191
e 36 47 202
e 36 53 197
e 36 72 204
e 36 79 195
e 38 112 206
e 38 117 205
e 39 73 201
e 39 131 203
e 39 140 197
e 41 44 97
e 41 118 97
e 42 82 100
e 42 124 98
e 43 48 104
e 43 64 96
e 44 58 110
e 44 89 95
e 44 106 104
e 44 132 106
e 45 80 105
e 45 131 97
e 46 144 95
e 47 116 94
e 47 125 99
e 47 131 98
e 49 122 98
e 49 140 99
e 50 120 100
e 51 82 106
e 52 135 99
e 53 59 98
e 53 97 94
e 53 131 108
e 54 68 92
e 54 85 93
e 54 104 102
e 54 136 102
e 55 57 101
e 55 67 95
e 56 122 103
e 56 159 97
e 57 87 97
e 57 111 105
e 58 62 106
e 58 98 95
e 58 126 92
e 60 113 94
e 60 143 98
e 60 158 99
e 61 81 104
e 61 98 97
e 61 107 101
e 62 64 97
e 62 132 98
e 63 89 97
e 63 105 103
e 63 117 88
e 64 72 105
e 64 78 103
e 64 84 95
e 64 110 99
e 64 139 97
e 65 98 94
e 66 82 98
e 66 122 103
e 66 135 104
e 67 112 93
e 67 157 110
e 68 113 98
e 68 135 93
e 69 117 92
e 70 94 96
e 70 145 101
e 71 129 95
e 72 75 95
e 72 96 108
e 72 120 99
e 73 128 108
e 74 113 100
e 75 104 95
e 75 155 102
e 76 98 101
e 76 111 100
e 76 153 96
e 77 81 96
e 77 124 102
e 78 111 97
e 78 140 96
e 79 103 100
e 82 110 93
e 82 159 102
e 83 110 100
e 84 148 95
e 84 149 107
e 85 120 102
e 87 91 98
e 87 116 100
e 87 158 101
e 88 137 97
e 89 128 95
e 89 133 102
e 90 98 94
e 90 116 95
e 91 97 101
e 92 148 101
e 94 100 89
e 94 119 104
e 94 128 104
e 95 113 104
e 97 156 105
e 98 114 98
e 98 145 94
e 100 154 96
e 103 110 104
e 103 121 96
e 104 111 96
e 106 147 97
e 107 112 101
e 107 150 97
e 108 128 93
e 110 122 92
e 112 145 100
e 112 155 103
e 115 133 91
e 115 150 103
e 115 156 110
e 116 134 88
e 117 127 97
e 118 121 100
e 118 123 103
e 120 133 95
e 120 157 108
e 123 146 97
e 123 153 108
e 125 158 110
e 127 145 99
e 128 142 103
e 130 150 103
e 131 146 103
e 132 158 103
e 133 143 98
e 133 154 95
e 143 158 101
e 145 150 105
e 146 160 98
