DIMACS2
24 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24

p edge 160 812
e 1 15 306
e 1 30 199
e 1 35 196
e 1 42 200
e 1 45 194
e 1 46 200
e 1 50 197
e 1 55 198
e 1 57 205
e 1 67 200
e 1 70 198
e 1 71 203
e 1 73 211
e 1 94 204
e 1 101 202
e 1 144 209
e 1 149 202
e 1 157 206
e 2 10 291
e 2 24 306
e 2 31 204
e 2 32 198
e 2 66 206
e 2 99 212
e 2 117 204
e 2 140 202
e 2 156 195
e 3 9 297
e 3 13 300
e 3 19 297
e 3 24 309
e 3 32 195
e 3 39 203
e 3 45 196
e 3 50 204
e 3 63 198
e 3 69 204
e 3 71 206
e 3 93 200
e 3 116 200
e 3 158 202
e 4 5 306
e 4 7 300
e 4 15 304
e 4 17 305
e 4 29 199
e 4 32 194
e 4 38 195
e 4 40 191
e 4 45 195
e 4 55 203
e 4 59 202
e 4 62 200
e 4 90 202
e 4 92 199
e 4 107 193
e 4 110 194
e 4 124 200
e 4 137 207
e 4 145 210
e 4 156 201
e 5 19 301
e 5 52 196
e 5 80 198
e 5 96 202
e 5 109 192
e 5 117 204
e 5 141 208
e 5 149 198
e 6 55 195
e 6 105 206
e 6 110 200
e 6 119 203
e 6 129 209
e 6 140 203
e 6 154 197
e 6 157 206
e 7 67 210
e 7 85 198
e 7 106 192
e 7 112 204
e 7 130 197
e 7 141 203
e 8 18 301
e 8 50 198
e 8 85 202
e 8 107 193
e 8 127 202
e 8 141 206
e 8 145 198
e 9 15 294
e 9 28 197
e 9 30 201
e 9 52 199
e 9 61 206
e 9 76 197
e 9 92 199
e 9 117 203
e 9 153 194
e 9 156 196
e 10 30 199
e 10 73 198
e 10 103 193
e 10 104 192
e 10 116 196
e 10 121 198
e 10 132 203
e 10 152 199
e 11 15 300
e 11 17 305
e 11 39 202
e 11 45 205
e 11 50 204
e 11 73 198
e 11 78 205
e 11 79 196
e 11 91 211
e 11 96 197
e 11 105 204
e 11 110 196
e 11 112 196
e 11 127 198
e 12 18 303
e 12 19 298
e 12 81 203
e 12 84 199
e 12 111 196
e 12 121 192
e 12 134 201
e 12 158 194
e 13 25 202
e 13 42 206
e 13 43 189
e 13 55 188
e 13 56 200
e 13 79 195
e 13 95 203
e 13 97 194
e 13 117 190
e 13 125 207
e 13 134 202
e 13 141 195
e 13 154 200
e 13 156 189
e 14 16 303
e 14 21 305
e 14 31 197
e 14 63 198
e 14 66 194
e 14 106 202
e 14 113 202
e 14 123 202
e 14 141 208
e 14 152 203
e 14 154 197
e 15 23 299
e 15 69 191
e 15 80 200
e 15 82 199
e 15 89 190
e 15 93 192
e 15 114 203
e 15 138 192
e 15 140 200
e 15 150 203
e 15 151 196
e 16 31 192
