DIMACS2
24 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24

p edge 160 320
e 1 13 301
e 1 33 203
e 1 89 204
e 1 96 204
e 2 34 194
e 2 44 207
e 2 112 196
e 2 146 200
e 2 159 201
e 3 9 303
e 3 28 203
e 3 33 189
e 3 93 200
e 3 122 204
e 4 34 196
e 4 101 203
e 4 126 206
e 4 133 199
e 5 49 198
e 5 82 209
e 6 40 204
e 6 76 201
e 6 98 203
e 7 34 201
e 7 35 199
e 7 75 207
e 8 21 308
e 8 33 202
e 8 59 198
e 8 68 194
e 8 78 197
e 8 95 201
e 8 99 193
e 10 25 201
e 10 60 202
e 10 66 194
e 11 74 196
e 12 26 199
e 12 35 206
e 12 63 201
e 12 80 200
e 12 96 205
e 12 105 199
e 12 110 191
e 13 39 204
e 13 58 206
e 13 104 200
e 13 116 201
e 14 25 206
e 14 36 201
e 14 54 201
e 14 125 203
e 15 65 205
e 15 85 200
e 15 122 193
e 15 150 196
e 16 24 298
e 16 90 196
e 16 150 205
e 16 156 199
e 17 33 195
e 17 76 203
e 17 136 199
e 18 32 203
e 18 46 195
e 18 50 195
e 18 110 202
e 18 141 191
e 18 149 200
e 19 94 199
e 19 103 200
e 19 126 202
e 20 128 204
e 22 30 211
e 22 143 194
e 22 148 197
e 22 158 197
e 23 48 209
e 23 97 215
e 23 120 193
e 23 127 203
e 24 62 201
e 24 124 192
e 25 60 107
e 25 71 89
e 25 77 95
e 25 110 105
e 25 111 97
e 26 86 92
e 26 96 99
e 26 133 101
e 26 143 96
e 27 128 95
e 28 37 97
e 28 48 99
e 28 64 101
e 28 93 105
e 28 111 98
e 29 55 95
e 29 68 106
e 29 107 108
e 29 153 97
e 30 55 96
e 30 71 97
e 30 91 91
e 31 39 93
e 31 41 99
e 31 86 89
e 31 106 96
e 31 116 92
e 32 42 98
e 32 62 108
e 32 137 96
e 33 51 98
e 33 63 107
e 33 74 90
e 33 91 96
e 33 110 102
e 33 118 101
e 33 126 102
e 33 130 99
e 33 150 96
e 34 42 99
e 34 160 99
e 35 51 102
e 35 53 94
e 35 94 102
e 35 124 104
e 36 108 104
e 36 121 96
e 36 128 96
e 36 150 99
e 37 149 100
e 38 89 83
e 39 80 106
e 40 96 98
e 40 100 99
e 40 140 98
e 40 151 99
e 41 43 106
e 41 49 91
e 41 84 93
e 41 102 108
e 42 140 100
e 43 47 96
e 43 131 100
e 44 92 111
e 44 146 98
e 45 66 98
e 45 115 96
e 46 83 105
e 46 106 101
e 46 129 96
e 47 54 102
e 47 66 95
e 47 155 95
e 48 74 101
e 48 76 98
e 48 94 92
e 49 81 98
e 49 92 99
e 50 156 99
e 51 75 94
e 51 80 99
e 51 82 111
e 51 88 96
e 51 102 97
e 51 107 98
e 51 114 99
e 51 117 113
e 52 59 105
e 52 60 102
e 52 91 98
e 52 94 99
e 52 130 98
e 53 65 92
e 53 81 98
e 54 58 107
e 54 89 99
e 54 95 108
e 55 81 106
e 55 116 105
e 55 137 106
e 56 102 92
e 56 109 107
e 56 132 97
e 57 84 97
e 57 136 94
e 58 118 94
e 59 79 94
e 60 62 102
e 60 106 99
e 61 87 87
e 61 95 100
e 61 112 103
e 61 129 95
e 61 140 97
e 62 73 100
e 62 78 99
e 63 80 102
e 63 84 107
e 64 71 96
e 64 106 105
e 64 141 91
e 64 147 110
e 64 149 104
e 65 81 96
e 65 150 100
e 66 83 99
e 67 139 97
e 67 159 95
e 68 80 97
e 68 97 103
e 69 70 98
e 70 104 106
e 70 150 103
e 71 129 98
e 72 130 95
e 73 83 106
e 73 91 100
e 73 110 105
e 74 79 100
e 74 84 107
e 74 156 103
e 75 133 100
e 75 151 99
e 76 89 91
e 76 124 97
e 76 135 109
e 77 128 103
e 79 106 97
e 79 115 100
e 79 144 104
e 79 149 103
e 79 153 98
e 79 160 101
e 80 93 98
e 80 116 114
e 81 155 102
e 82 84 94
e 82 130 107
e 82 157 108
e 83 103 101
e 83 123 106
e 83 149 104
e 83 151 93
e 83 159 98
e 84 94 101
e 84 103 112
e 84 107 96
e 85 100 106
e 85 115 93
e 85 121 97
e 86 154 105
e 87 122 90
e 87 152 92
e 88 95 99
e 88 100 109
e 88 120 98
e 88 159 95
e 89 99 93
e 89 105 91
e 89 156 104
e 90 121 103
e 90 156 105
e 94 95 97
e 94 152 105
e 95 142 99
e 95 146 94
e 98 126 104
e 98 135 102
e 99 113 97
e 100 130 97
e 100 132 101
e 101 123 89
e 101 156 95
e 101 159 105
e 102 109 100
e 102 111 105
e 102 142 95
e 103 119 93
e 104 125 97
e 106 134 96
e 106 135 89
e 108 155 107
e 109 145 93
e 109 160 102
e 110 127 101
e 111 113 103
e 113 138 99
e 114 150 105
e 115 139 92
e 115 145 97
e 115 146 107
e 115 158 100
e 115 160 100
e 118 136 97
e 118 158 92
e 119 124 87
e 119 126 87
e 120 143 113
e 121 156 99
e 122 123 97
e 122 139 92
e 123 132 104
e 123 148 93
e 124 131 111
e 124 137 94
e 125 131 101
e 125 147 105
e 127 132 107
e 130 148 103
e 130 150 94
e 133 153 98
e 136 156 98
e 137 146 97
e 146 157 115
e 148 151 92
e 148 159 98
e 150 153 101
