DIMACS2
24 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24

p edge 160 812
e 1 2 298
e 1 5 294
e 1 7 294
e 1 10 297
e 1 25 205
e 1 27 197
e 1 40 191
e 1 56 201
e 1 64 194
e 1 80 200
e 1 98 194
e 1 99 199
e 1 108 203
e 1 150 199
e 2 38 199
e 2 75 202
e 2 87 207
e 2 130 202
e 2 151 202
e 2 157 205
e 3 36 202
e 3 53 198
e 3 86 198
e 3 125 201
e 4 14 296
e 4 31 211
e 4 42 195
e 4 47 197
e 4 51 205
e 4 64 190
e 4 94 206
e 4 126 203
e 4 158 201
e 5 14 300
e 5 28 208
e 5 30 192
e 5 40 208
e 5 67 199
e 5 71 196
e 5 81 201
e 5 141 198
e 5 147 198
e 5 149 200
e 5 157 196
e 5 160 197
e 6 13 295
e 6 31 198
e 6 40 197
e 6 68 194
e 6 85 197
e 6 91 196
e 6 151 199
e 6 152 193
e 6 155 189
e 6 156 193
e 7 9 300
e 7 12 288
e 7 30 200
e 7 33 206
e 7 47 202
e 7 49 195
e 7 72 198
e 7 81 193
e 7 87 197
e 7 90 206
e 7 94 190
e 7 104 199
e 7 114 202
e 7 149 197
e 8 21 300
e 8 34 205
e 8 38 202
e 8 83 209
e 8 84 192
e 8 148 200
e 9 14 302
e 9 29 199
e 9 41 191
e 9 47 191
e 9 103 211
e 9 141 207
e 9 158 203
e 10 30 197
e 10 47 202
e 10 50 195
e 10 59 209
e 10 68 205
e 10 105 201
e 10 124 200
e 10 130 204
e 10 146 199
e 11 14 298
e 11 25 202
e 11 44 198
e 11 68 205
e 11 86 210
e 11 90 199
e 11 93 204
e 11 95 208
e 11 97 202
e 11 98 200
e 11 104 206
e 11 135 196
e 11 149 196
e 12 16 304
e 12 56 206
e 12 77 198
e 12 81 201
e 12 108 203
e 12 117 200
e 12 123 200
e 12 134 210
e 12 159 198
e 13 14 291
e 13 18 302
e 13 37 215
e 13 48 194
e 13 57 195
e 13 94 200
e 13 122 206
e 13 140 203
e 13 141 199
e 14 15 298
e 14 33 195
e 14 38 197
e 14 55 197
e 14 79 202
e 14 86 185
e 14 106 202
e 14 110 196
e 14 133 201
e 14 136 197
e 15 29 205
e 15 35 201
e 15 40 199
e 15 43 208
e 15 47 194
e 15 51 194
e 15 71 194
e 15 104 208
e 15 118 204
e 15 144 205
e 15 147 200
e 16 21 302
e 16 25 198
e 16 54 196
e 16 66 202
e 16 80 199
e 16 112 196
e 16 113 197
e 16 133 202
e 16 140 198
e 16 143 201
e 16 150 196
e 17 27 202
e 17 45 201
e 17 50 204
e 17 63 196
e 17 93 197
e 17 102 204
e 17 113 197
e 17 122 185
e 17 141 190
e 17 142 206
e 17 145 208
e 18 40 196
e 18 43 202
e 18 79 194
e 18 92 203
e 18 95 198
e 18 116 195
e 18 117 200
e 18 138 201
e 18 152 191
e 19 25 197
e 19 48 191
e 19 89 198
e 19 101 205
e 19 151 205
e 19 159 191
e 20 23 295
e 20 26 194
e 20 78 198
e 20 84 203
e 20 88 204
e 20 97 201
e 20 99 197
e 20 120 205
e 20 140 191
e 20 143 205
e 20 152 194
e 21 24 304
e 21 31 208
e 21 35 205
e 21 43 214
e 21 51 206
e 21 54 196
e 21 60 191
e 21 70 199
e 21 80 201
e 21 87 192
e 21 99 200
e 22 34 199
e 22 38 187
e 22 39 205
e 22 41 196
e 22 53 189
e 22 67 196
e 22 84 191
e 22 105 199
e 22 128 193
e 22 138 199
e 22 144 195
e 23 26 200
e 23 58 205
e 23 86 193
e 23 117 201
e 23 126 200
e 23 160 199
e 24 61 203
e 24 67 204
e 24 72 194
e 24 78 208
e 24 121 204
e 24 128 198
e 24 152 195
e 25 34 98
e 25 49 98
e 25 53 98
e 25 65 103
e 25 80 100
e 25 83 93
e 25 109 99
e 25 130 105
e 25 137 107
e 25 151 100
e 25 153 94
e 26 33 101
e 26 34 96
e 26 51 95
e 26 71 100
e 26 77 106
e 26 79 101
e 26 83 100
e 26 115 107
e 26 120 98
e 26 125 100
e 26 128 103
e 26 135 109
e 26 151 106
e 27 35 101
e 27 83 93
e 27 92 99
e 27 146 105
e 27 159 101
e 28 31 92
e 28 41 102
e 28 60 102
e 28 89 103
e 28 90 92
e 28 108 93
e 28 149 95
e 28 158 95
e 29 40 97
e 29 59 96
e 29 69 102
e 29 86 96
e 29 109 93
e 29 122 105
e 29 126 96
e 29 139 100
e 29 147 107
e 30 66 103
e 30 116 94
e 30 119 101
e 30 155 97
e 31 36 104
e 31 64 100
e 31 93 103
e 31 112 90
e 31 129 97
e 31 136 98
e 31 147 104
e 32 90 99
e 32 95 103
e 32 98 97
e 32 100 94
e 32 124 100
e 32 134 99
e 33 35 99
e 33 54 103
e 33 65 96
e 33 73 103
e 33 84 98
e 33 88 103
e 33 96 98
e 33 113 105
e 34 42 108
e 34 63 97
e 34 82 97
e 34 85 103
e 34 108 107
e 34 155 103
e 35 58 102
e 35 66 97
e 35 69 100
e 35 74 112
e 35 101 105
e 35 105 103
e 35 129 87
e 35 137 104
e 35 146 103
e 35 151 91
e 35 155 91
e 35 156 98
e 36 47 102
e 36 53 97
e 36 56 98
e 36 67 100
e 36 72 104
e 36 79 95
e 36 85 101
e 36 89 100
e 36 108 95
e 37 85 100
e 37 104 103
e 37 106 100
e 38 75 99
e 38 89 102
e 38 109 91
e 38 112 106
e 38 117 105
e 38 119 94
e 38 121 101
e 38 148 104
e 38 153 98
e 38 158 100
e 39 40 97
e 39 44 94
e 39 73 101
e 39 108 103
e 39 129 95
e 39 131 103
e 39 132 103
e 39 137 102
e 39 140 97
e 40 43 103
e 40 66 105
e 40 75 101
e 40 90 100
e 40 107 95
e 40 140 98
e 41 44 97
e 41 48 90
e 41 49 107
e 41 78 99
e 41 94 94
e 41 118 97
e 41 126 95
e 41 151 103
e 41 160 93
e 42 61 97
e 42 81 93
e 42 82 100
e 42 87 107
e 42 124 98
e 43 48 104
e 43 64 96
e 43 80 96
e 43 89 102
e 43 112 96
e 43 119 100
e 44 47 91
e 44 54 99
e 44 56 96
e 44 58 110
e 44 68 97
e 44 89 95
e 44 92 93
e 44 106 104
e 44 132 106
e 44 159 96
e 45 80 105
e 45 93 107
e 45 131 97
e 46 49 99
e 46 56 98
e 46 73 102
e 46 107 96
e 46 129 108
e 46 132 97
e 46 144 95
e 47 96 101
e 47 116 94
e 47 125 99
e 47 131 98
e 47 147 91
e 48 57 101
e 48 65 102
e 48 68 100
e 48 74 94
e 48 89 94
e 48 94 101
e 48 95 101
e 48 99 111
e 48 113 96
e 48 131 90
