DIMACS2
24 1
 2
 3
 4
 5
 6
 7
 8
 9
 10
 11
 12
 13
 14
 15 16
 17
 18
 19
 20
 21
 22
 23
 24

p edge 160 240
e 1 23 301
e 1 62 191
e 1 77 203
e 1 82 199
e 1 100 201
e 1 116 193
e 1 119 200
e 1 123 194
e 1 146 202
e 1 153 200
e 1 155 203
e 2 93 204
e 3 7 302
e 3 17 293
e 3 143 199
e 4 54 188
e 4 116 206
e 5 8 300
e 5 73 201
e 6 13 296
e 6 21 294
e 6 71 203
e 7 142 203
e 8 18 291
e 8 34 201
e 8 84 194
e 8 101 190
e 9 27 201
e 9 41 204
e 9 108 206
e 10 50 202
e 10 72 204
e 10 125 191
e 10 141 207
e 11 32 192
e 11 123 201
e 12 45 194
e 12 58 199
e 12 100 198
e 12 118 196
e 12 152 202
e 13 46 200
e 13 104 195
e 13 106 202
e 14 38 194
e 15 83 203
e 15 115 196
e 16 21 307
e 16 154 195
e 17 40 199
e 17 95 198
e 17 97 196
e 17 123 198
e 19 42 203
e 20 128 193
e 20 138 199
e 21 33 197
e 21 45 192
e 21 70 202
e 21 115 207
e 22 86 202
e 22 92 193
e 23 25 201
e 23 71 197
e 23 131 208
e 23 136 198
e 24 93 191
e 24 108 198
e 24 124 197
e 24 153 197
e 25 29 93
e 25 160 98
e 26 129 103
e 26 142 93
e 27 136 91
e 28 42 92
e 28 54 104
e 28 138 103
e 29 130 102
e 30 138 101
e 30 142 106
e 31 55 101
e 31 102 107
e 32 50 96
e 32 158 98
e 33 73 100
e 33 117 100
e 34 47 99
e 34 157 94
e 35 97 95
e 35 140 102
e 36 56 99
e 36 69 92
e 36 159 103
e 37 56 95
e 38 42 105
e 38 55 100
e 38 90 91
e 39 44 96
e 39 83 96
e 40 79 99
e 40 132 98
e 41 64 102
e 41 81 99
e 41 122 107
e 42 43 104
e 42 74 101
e 42 85 107
e 42 99 95
e 43 70 98
e 43 133 103
e 43 150 86
e 45 158 102
e 46 47 102
e 46 73 105
e 47 72 98
e 47 89 105
e 47 116 105
e 47 147 100
e 48 152 98
e 49 141 95
e 50 60 98
e 50 104 99
e 50 117 104
e 50 129 98
e 50 153 106
e 51 94 100
e 51 130 107
e 52 89 98
e 52 103 104
e 52 136 102
e 53 54 99
e 53 61 109
e 53 85 100
e 53 120 97
e 54 127 100
e 54 144 100
e 55 81 100
e 55 110 97
e 55 117 96
e 55 130 96
e 55 145 103
e 56 78 97
e 56 114 98
e 56 116 105
e 57 62 93
e 57 83 103
e 57 129 107
e 58 74 111
e 58 143 97
e 59 91 101
e 60 112 97
e 61 111 95
e 62 63 100
e 64 134 98
e 65 101 96
e 66 126 100
e 66 159 93
e 67 124 101
e 67 157 97
e 68 69 101
e 69 71 100
e 69 77 104
e 70 73 104
e 70 89 105
e 70 118 96
e 71 119 109
e 72 154 98
e 75 79 96
e 76 112 111
e 78 83 98
e 78 121 94
e 78 140 103
e 80 132 101
e 81 127 102
e 82 94 102
e 82 160 89
e 83 116 96
e 83 152 101
e 84 157 111
e 85 152 99
e 86 105 100
e 86 109 93
e 86 125 104
e 87 154 106
e 88 96 96
e 88 112 102
e 88 134 99
e 88 151 89
e 89 126 102
e 89 160 98
e 91 121 98
e 92 94 104
e 92 112 94
e 92 120 106
e 92 156 93
e 93 94 111
e 94 125 94
e 94 129 97
e 96 119 99
e 98 141 104
e 99 131 102
e 99 141 107
e 101 113 91
e 101 123 98
e 101 129 89
e 101 136 105
e 102 109 103
e 103 128 104
e 104 111 107
e 105 157 94
e 107 126 105
e 107 132 101
e 109 143 104
e 109 153 99
e 111 113 98
e 111 122 94
e 111 131 95
e 114 138 112
e 119 159 94
e 122 124 99
e 123 127 101
e 123 151 106
e 124 128 88
e 125 130 109
e 125 149 96
e 128 148 102
e 128 155 95
e 129 131 100
e 129 135 104
e 134 147 98
e 134 157 98
e 136 139 93
e 136 151 99
e 136 157 102
e 137 152 96
e 144 145 106
e 144 153 92
e 152 158 90
e 155 157 99
